Date,Close,High,Low,Open,Volume,ret,vol_z,ret_z,label,TranAD_Score
2018-01-01,196.65719604492188,199.65616219356147,195.8699765830224,197.36945965734216,10461011,,-0.4304976347840905,,0,
2018-01-02,195.4951019287109,198.0817193326184,195.27018862415176,196.8821283209469,5688384,-0.0059092376967762,-0.7161091696098587,-0.4268840373818481,0,
2018-01-03,195.7949676513672,196.91957978363268,195.38261902165345,195.90742428853525,11018996,0.0015338784434897,-0.397105762287087,0.0683753273243825,0,
2018-01-04,196.09487915039065,196.99457809781725,195.3826384572813,195.645052556972,9368913,0.0015317630612319,-0.4958527915897977,0.0682345713757491,0,
2018-01-05,197.1070251464844,197.55687459828872,196.35728368690832,196.35728368690832,9211954,0.0051615116135568,-0.5052457948340734,0.3097553172825246,0,
2018-01-08,199.13134765625,200.03102373114623,197.3694505491728,197.93175667609347,14433239,0.0102701692558202,-0.1927849168704778,0.6496815646672142,0,
2018-01-09,202.8425750732422,203.9297095150553,198.49408306658412,199.05638925090875,25737663,0.0186370828132931,0.4837133489611595,1.2064097165509102,0,
2018-01-10,201.98036193847656,205.42917752406376,201.7179478290838,205.0168288380862,16441299,-0.0042506516911171,-0.0726152286417032,-0.3165229687120269,0,
2018-01-11,202.2802581787109,203.1799571781125,201.00571128990407,202.0553448690085,11287437,0.0014847792000971,-0.381041266565933,0.0651083004996073,0,
2018-01-12,200.5933380126953,203.44236956642425,199.5437044424987,202.61764930402123,8179762,-0.0083395195418686,-0.5670159564986827,-0.5885931683392691,0,
2018-01-15,200.630859375,203.25495500951527,200.18100983302347,200.93075144288497,10538330,0.0001870518865503,-0.4258705817457547,-0.0212415014861723,0,
2018-01-16,196.2073516845703,201.4555419701155,195.532566057908,201.0806712354337,12935712,-0.0220479925381852,-0.2824024346260091,-1.500744678446662,0,
2018-01-17,199.4687042236328,200.1809677554042,194.5953847838945,196.43226049406707,16375659,0.0166219691110534,-0.0765433674101348,1.0723255623909285,0,
2018-01-18,204.97933959960932,206.36636607298036,199.9185840283374,200.93073971865115,26442702,0.0276265662697559,0.5259054731104016,1.804563202508185,0,
2018-01-19,205.84152221679688,208.0532688212489,203.25492773800704,206.92865655735025,25710521,0.0042061927747043,0.4820890719585274,0.24618911835377,0,
2018-01-22,205.16677856445312,206.5538050619814,203.70479621324537,206.1789342723952,8339156,-0.0032779764018315,-0.5574772339079547,-0.25180188459096,0,
2018-01-23,207.37852478027344,207.86585222927812,205.09179924217884,205.42919210395743,18244388,0.010780235627307,0.0352882418615352,0.6836209984124358,0,
2018-01-24,211.0147857666016,211.42713450092023,206.96616275915383,207.41601230223677,17305234,0.0175344143767099,-0.0209141840514387,1.133038985919766,0,
2018-01-25,210.86480712890625,212.3268122771184,208.87799663335085,210.67737174479169,13124518,-0.0007107494252143,-0.2711035898924245,-0.0809805273078347,0,
2018-01-29,206.666244506836,212.40176253365783,206.17891709702928,210.7898228487765,9569723,-0.0199111586197672,-0.4838355833922238,-1.358561352407547,0,
2018-01-30,206.3289031982422,207.2660802242511,203.892242930619,206.17894572196136,13057276,-0.0016322999887996,-0.2751275982267767,-0.1422998105307398,0,
2018-01-31,203.47982788085932,206.9286431765269,202.3177377687608,205.35418153282063,18945945,-0.0138084159476455,0.0772719903375342,-0.952489432824068,0,
2018-02-01,206.40380859375,217.64993015636537,200.48085581349784,203.9296710020918,59362154,0.0143698800187834,2.4959264304035664,0.922473243539488,0,
2018-02-02,206.4413299560547,214.16365837943675,203.02999234743825,205.72906636736136,35008302,0.0001817861916422,1.0385024480476008,-0.0215918768754287,0,
2018-02-05,209.3653259277344,211.20220186059748,203.81724308440155,205.0917899795977,19706340,0.0141638109592789,0.122776820910684,0.9087615628976008,0,
2018-02-06,205.0543212890625,207.90333012925967,201.04319927645284,202.39274784309663,15822723,-0.0205908242903598,-0.1096330891965683,-1.403785796294609,0,
2018-02-07,206.29135131835932,208.99042506112667,205.4291532439416,208.42811898472905,12956103,0.0060326942710611,-0.2811821622672784,0.36772315781702,0,
2018-02-08,205.504135131836,207.603402030635,204.4170008819227,206.7037260227039,9779911,-0.0038160406701127,-0.4712571612188676,-0.2876042773869615,0,
2018-02-09,203.4423370361328,204.3045350852046,200.7807412912512,203.17992296546956,14204123,-0.0100328788731207,-0.2064960601073452,-0.7012680280097161,0,
2018-02-12,202.3177490234375,205.31671503340425,201.90537746889015,204.2670815059749,6713679,-0.0055277973556486,-0.6547517497655705,-0.4015032832111364,0,
2018-02-14,199.8061065673828,203.17994326364257,198.7564730601609,202.4302017755849,11303222,-0.0124143455933949,-0.3800966341701425,-0.8597290371791735,0,
2018-02-15,201.00567626953125,202.35520165321543,198.53151589238752,199.8060854394275,11736246,0.0060036688705702,-0.3541828870333154,0.3657918294410338,0,
2018-02-16,199.76866149902344,202.9925412757527,199.1313765533077,202.3177784015882,6164187,-0.0061541285473405,-0.687635369938377,-0.4431788908796641,0,
2018-02-19,198.0067443847656,200.78077434190504,196.807153350191,199.43124872819357,6069585,-0.0088197873532153,-0.6932967011963168,-0.6205498282454136,0,
2018-02-20,197.36944580078125,199.28127743419813,196.54472559174664,197.9317519141738,9301017,-0.0032185700843904,-0.4999159376870163,-0.2478490327905851,0,
2018-02-21,201.08067321777344,201.6429793253396,197.5194012031878,197.93174986328535,10555155,0.01880345461748,-0.4248637119288921,1.2174799716018654,0,
2018-02-22,200.2559967041016,201.6805012446396,199.01892757364223,200.3309754441929,19118686,-0.0041012221635975,0.0876094464465781,-0.3065800400416872,0,
2018-02-23,201.7179412841797,202.43020486080783,199.50621758887735,200.5183731892404,6529253,0.0073003785361707,-0.6657884792065633,0.4520739178958261,0,
2018-02-26,199.84359741210932,202.05534409701508,199.4312487191318,201.34308048518557,8378818,-0.0092919046275103,-0.5551037141054938,-0.6519641575300652,0,
2018-02-27,199.7311248779297,201.08067326457905,199.05636212475207,200.93071581707557,7429924,-0.0005628027899624,-0.6118890174042771,-0.0711362691766371,0,
2018-02-28,198.718978881836,199.65615577314867,197.21949585573557,198.68150095830148,13451146,-0.0050675426612267,-0.2515569703059638,-0.3708782810928291,0,
2018-03-01,197.93174743652344,199.50620909446363,197.0695493248852,198.08170488215347,7781553,-0.0039615312525365,-0.5908462461214491,-0.2972851116053229,0,
2018-03-05,195.12022399902344,197.4069264057798,194.9327886253452,197.4069264057798,6623613,-0.0142045097560796,-0.6601416301177576,-0.9788452177174268,0,
2018-03-06,192.3087158203125,196.7321865789113,191.55897423816705,195.72003086695543,8180373,-0.0144091069653805,-0.5669793920138029,-0.9924589625508378,0,
2018-03-07,194.85780334472656,195.3076528024801,190.09695187754505,192.30868692451497,15153219,0.0132551845793398,-0.1496986683863921,0.8483022451597598,0,
2018-03-08,194.0706024169922,196.3573049643709,193.2458821460324,195.15771392300172,6027032,-0.0040398737654951,-0.6958432290606231,-0.3024979636509207,0,
2018-03-09,194.3704833984375,195.60755229434545,193.62074190027573,194.18304802389707,6110339,0.0015452159044726,-0.6908578321017302,0.0691297134736736,0,
2018-03-12,202.50518798828125,203.06749412511635,197.14454072651213,197.9317601659632,19900387,0.0418515427219909,0.1343893063402673,2.751082465130268,0,
2018-03-13,202.0178680419922,203.92969982574007,200.33094956916895,202.16780262250992,8326884,-0.0024064566005946,-0.5582116354766048,-0.1938116107653974,0,
2018-03-14,200.9682006835937,201.71794218643169,198.9064115507894,200.96820068359372,7907101,-0.0051959134534588,-0.5833329925245714,-0.3794199773138164,0,
2018-03-15,199.09385681152344,202.35523708685523,198.8314655767383,200.18099119673272,5557668,-0.0093265694059792,-0.7239316953145252,-0.6542707258864646,0,
2018-03-16,195.3076629638672,199.73113328794952,194.0705940509036,199.73113328794952,20680532,-0.0190171304544094,0.1810760494770447,-1.2990733889174666,0,
2018-03-19,194.2955017089844,196.5822269716753,193.6582168692084,195.3451352143419,12926158,-0.0051823939702255,-0.2829741810884345,-0.3785204010407776,0,
2018-03-20,194.3330078125,194.89531394288304,193.0584380981804,193.54576550178672,7481088,0.0001930363965489,-0.6088271756622291,-0.0208432966799911,0,
2018-03-21,194.22052001953125,196.1698524313217,193.958128807418,194.97026149481263,12920867,-0.0005788403845283,-0.2832908139681385,-0.0722033986888538,0,
2018-03-22,193.65823364257807,196.01993783455544,193.32086367250736,194.9328034325247,8011131,-0.0028950925314,-0.5771074551071439,-0.2263250790631888,0,
2018-03-23,191.933822631836,194.0330896647538,190.99664576351643,191.93382263183597,11185677,-0.0089044032794636,-0.387130958843136,-0.6261801085054595,0,
2018-03-26,193.50827026367188,194.93277442378712,189.30971362310092,189.60960562307892,12499724,0.0082030754676103,-0.3084935584128915,0.5121386945783355,0,
2018-03-27,194.10809326171875,195.3076843829325,192.60861008027587,194.03311452658707,8769415,0.0030997279714688,-0.5317289545300355,0.172565780333326,0,
2018-03-28,191.5589599609375,194.1455773786731,190.69676178179083,193.43331377660223,12270479,-0.0131325451605164,-0.3222124214837188,-0.9075174976360288,0,
2018-04-02,193.62075805664065,194.1455863012652,191.52147939858736,192.68358110573723,7029064,0.0107632558462604,-0.6358779526071031,0.6824911765185567,0,
2018-04-03,193.80816650390625,194.93277868864843,193.05842504741145,193.43329577565885,5098212,0.0009679150580061,-0.7514272304453679,0.0307165481975598,0,
2018-04-04,193.88314819335932,194.7828242267483,192.75853599140288,194.5579109384745,8392947,0.0003868861194329,-0.5542581828340256,-0.0079446815308057,0,
2018-04-05,194.67037963867188,194.932793744772,191.5589569299586,191.5589569299586,9113610,0.0040603397079534,-0.5111310611205243,0.2364841647001913,0,
2018-04-06,195.5700836181641,196.4322818057561,194.9702766630988,195.3076695053415,6098959,0.0046216788664108,-0.6915388531130762,0.2738352512294397,0,
2018-04-09,199.28128051757807,199.88108744265392,195.6075517626306,195.79498713666155,9217475,0.018976301644682,-0.5049153979093246,1.22898108313502,0,
2018-04-10,199.95606994628903,201.45555296686777,198.75647895376707,199.69365584162875,14682547,0.0033861154793786,-0.1778654101660271,0.1916217902832291,0,
2018-04-11,198.7939453125,200.5933202564584,197.48189774582085,200.10599287917915,5232228,-0.0058118997542869,-0.743407220616146,-0.4204072437042334,0,
2018-04-12,196.3947906494141,198.79394966714835,195.9824191055341,198.7564717451112,6125006,-0.0120685499717533,-0.6899801049335921,-0.8367200559050616,0,
2018-04-13,195.4951019287109,197.55689111491975,194.9327957870176,197.18202035379088,4991314,-0.0045810213077862,-0.7578243995201364,-0.3385055151866993,0,
