Date,Close,High,Low,Open,Volume,ret,vol_z,ret_z,label,TranAD_Score
2018-01-01,118.4795150756836,121.33728513527169,117.73320944895234,120.4999785500208,5729566,,-0.5565144264800778,,0,
2018-01-02,119.31680297851562,119.6990491619588,116.02217106256865,119.40781503265636,6721641,0.0070669423511497,-0.497771482341087,0.2286215803047084,0,
2018-01-03,121.04608154296876,122.04721454821134,119.79011023789644,120.26337977902668,8171980,0.0144931687849909,-0.4118937182006744,0.5124562978001279,0,
2018-01-04,123.44879150390624,124.322505278029,120.15414743603152,122.02900523222264,8879360,0.019849547629384,-0.3700081915771436,0.7171802298861012,0,
2018-01-05,123.6125946044922,126.06992060530791,123.08473124061074,123.95844493003742,9693755,0.0013268910824515,-0.321786071281729,0.0092334637727584,0,
2018-01-08,123.86744689941406,124.39532143301568,122.19282232406005,123.74002775924744,5023286,0.0020617016877388,-0.598334819682695,0.0373183548574078,0,
2018-01-09,122.93911743164062,124.81396398635135,121.79235637936225,124.59553278068536,6677065,-0.0074945394533503,-0.5004109254053106,-0.3279267704782326,0,
2018-01-10,121.88336944580078,125.05059417899965,121.22808693335335,123.7218200727257,7713328,-0.008587567634255,-0.4390515125360184,-0.3697029468048623,0,
2018-01-11,121.55571746826172,122.42943111108691,120.6273988058609,121.95617279493584,4128079,-0.0026882418744155,-0.6513419963516298,-0.1442272660705467,0,
2018-01-12,123.6125946044922,124.30429525558264,122.02899340297547,122.6842758925774,8144499,0.0169212701719896,-0.4135209286916994,0.6052597528750266,0,
2018-01-15,123.4852066040039,125.23263426609276,122.93913407086688,124.5045375552434,5084069,-0.0010305422428505,-0.5947357244796102,-0.0808690166542114,0,
2018-01-16,120.19053649902344,124.04945045942752,118.33388806327628,123.70360015212898,8117693,-0.0266806866635119,-0.4151081709471637,-1.061232537779623,0,
2018-01-17,121.9197998046875,122.4112673379076,117.24177591641627,120.099557911187,9947827,0.0143876827247386,-0.3067419089923037,0.5084245588842533,0,
2018-01-18,118.93463897705078,122.32028528656724,117.58765520107508,122.28387821778026,13916937,-0.0244846270451466,-0.0717221705536676,-0.9772978548104402,0,
2018-01-19,120.7365951538086,121.4829007029522,117.62398718237024,118.8617489618364,7650044,0.0151508104977349,-0.4427986974533804,0.5375917486799008,0,
2018-01-22,119.0256118774414,121.11888987940677,118.1336889804805,121.04607576582364,7508442,-0.0141712069500348,-0.4511832635153912,-0.583112907019464,0,
2018-01-23,125.05062866210938,127.39874534731328,119.44428537783566,119.44428537783566,18222487,0.0506194985233248,0.1832189207324063,1.8932257487152675,0,
2018-01-24,123.77642822265624,126.47038355611592,122.9027144807062,125.0141902829082,11024875,-0.0101894764791312,-0.2429675265121365,-0.4309288397249727,0,
2018-01-25,125.81509399414062,128.16319885000675,123.33955890214447,123.37596595391416,13605990,0.0164705493667753,-0.0901340267653318,0.5880329400977704,0,
2018-01-29,125.59667205810548,129.49199357748006,124.6683532737992,126.81623616818057,13215637,-0.0017360551035737,-0.1132476869961485,-0.1078341308069684,0,
2018-01-30,124.24968719482422,125.56026336903903,122.7206909164678,125.56026336903903,7382593,-0.0107246859427779,-0.458635059777718,-0.451384858440317,0,
2018-01-31,123.90384674072266,126.12454369331093,122.04719810462844,124.50452424096324,8287707,-0.0027834311852977,-0.4050412678351547,-0.1478654572034927,0,
2018-02-01,124.30429077148438,126.03352011708635,120.06311938332094,123.77641631677292,15344365,0.003231893450408,0.0127989828535156,0.0820437684078373,0,
2018-02-02,121.70133209228516,125.9425033213344,120.6091872834048,122.82988395010248,11879455,-0.0209402158448768,-0.1923659639263454,-0.8418283858037127,0,
