Date,Open,High,Low,Close,Volume,daily_return,log_return,return_5d,return_10d,volume_ma,volume_std,volume_spike,volume_percentile,volume_price_corr,volatility,parkinson_vol,vol_ma,vol_spike,tr,atr,atr_ratio,vwap,vwap_deviation,vwap_rolling,vwap_rolling_deviation,rsi,rsi_overbought,rsi_oversold,rsi_change,price_change,rsi_divergence,macd,macd_signal,macd_histogram,macd_bullish_cross,macd_bearish_cross,macd_hist_change,gap_up,gap_down,intraday_range,range_percentile,close_position,is_anomaly,anomaly_score,anomaly_percentile,composite_risk,symbol
2018-01-01,532.7497438394681,545.7072844273144,532.5166949576486,535.1268310546875,5314142.0,,,,,5314142.0,0.0,0.0,1.0,,,0.014694816067542875,0.0,,,,,537.7836034797823,-0.004940225776620307,537.7836034797823,-0.004940225776620307,0.0,0,1,,,0,0.0,0.0,0.0,0,0,,0,0,0.024649463789769042,1.0,0.19787863955304902,0,,,,SUNPHARMA
2018-01-02,537.8769001545321,542.537878492093,528.7413939922543,533.3557739257812,3839130.0,-0.00330960255798729,-0.003315091406483907,,,4576636.0,1042990.9875315318,-0.7071067811858696,0.5,1.0,,0.015087144606986097,0.0,,13.796484499838698,13.796484499838698,0.9999999275177726,536.5650610409876,-0.005981170490301583,536.5650610409876,-0.005981170490301583,0.0,0,1,0.0,-1.77105712890625,1,-0.1412809105680708,-0.02825618211361416,-0.11302472845445663,0,1,-0.11302472845445663,0,0,0.0258673199924732,1.0,0.3344605358792931,0,,,,SUNPHARMA
2018-01-03,536.012579753017,539.6947645063157,528.5550134260185,530.4660034179688,2182632.0,-0.005418091729920249,-0.005432822822619058,,,3778634.6666666665,1566631.2533718115,-1.0187481344002434,0.3333333333333333,0.9945705195383935,0.0014909269915322036,0.014284486756212153,0.0014909269915322036,0.0,11.139751080297174,12.468117790067936,0.8934588503576871,535.8603975326087,-0.010066790024812113,535.8603975326088,-0.010066790024812323,0.0,0,1,0.0,-2.8897705078125,1,-0.4808840472708198,-0.11878175514505529,-0.3621022921257645,0,0,-0.24907756367130787,0,0,0.020999933996750257,0.3333333333333333,0.17154690500969214,0,,,0.1875,SUNPHARMA
2018-01-04,533.2158429703663,544.3555909292445,522.1226934086316,541.7920532226562,6246746.0,0.021351132271832718,0.021126390217489143,,,4395662.5,1777390.1403817716,1.041461555312419,1.0,0.9225534577871536,0.014883933858307774,0.017601948242250195,0.008187430424919989,0.8178006145119343,22.232897520612937,15.72304436691627,1.414032523711622,535.9420104396355,0.01091543983892303,535.9420104396356,0.010915439838922816,70.84589853373699,1,0,70.84589853373699,11.3260498046875,0,0.16202782773507352,-0.06261983856902953,0.22464766630410304,1,0,0.5867499584298675,0,0,0.041035850096605604,1.0,0.8846961540254636,0,,,0.2528984303233306,SUNPHARMA
2018-01-05,545.3345243318034,547.5251616281258,536.2922140020016,539.50830078125,4600683.0,-0.004215182610786128,-0.004224091536988277,,,4436666.6,1541993.3412400975,0.10636647747647808,0.6,0.8602407014461569,0.012861740566660694,0.016699078989014418,0.009745533805500224,0.3197246142420306,11.2329476261242,14.600520181718252,0.769352510524714,537.0135199025126,0.0046456574771984085,537.0135199025127,0.004645657477198196,61.9904555990121,0,0,-8.855442934724884,-2.28375244140625,0,0.481707559804363,0.046245641105648966,0.435461918698714,0,0,0.21081425239461093,0,0,0.020820713210598068,0.2,0.2863083315247072,0,,,0.015981020863663226,SUNPHARMA
2018-01-08,548.1311174695707,563.6055446258418,546.4065780389391,551.4869995117188,10475190.0,0.022202992452799553,0.021960094810875453,0.030572506380939224,,5443087.166666667,2824798.915604608,1.7814021400013536,1.0,0.9605074014965754,0.014313551061704642,0.017032853088327294,0.01088753811955133,0.31464397741342387,24.097243844591844,16.49986491429297,1.4604508891019328,542.4083651112118,0.016737637115732767,542.4083651112119,0.016737637115732555,77.0421856648843,1,0,15.0517300658722,11.97869873046875,0,1.6822450542001661,0.3734455237245524,1.3087995304756137,0,0,0.8733376117768997,0,0,0.031186531270807904,0.8333333333333334,0.2953910719994891,0,,,0.1849922129644534,SUNPHARMA
2018-01-09,556.5207809877518,557.4529766007965,544.7284837240529,546.7327270507812,4025566.0,-0.008620824181072018,-0.008658198438813823,0.025080731809723478,,5240584.142857143,2633747.5993783986,-0.46132672057999896,0.42857142857142855,0.7757853353264591,0.014146680380149131,0.016617599611877563,0.01153936657167089,0.22592989505884795,12.724492876743625,15.87063624136808,0.8017631984918804,543.201723338854,0.006500354387175322,543.2017233388541,0.006500354387175111,66.5781324192146,0,0,-10.464053245669703,-4.7542724609375,0,2.2244080223933906,0.7436380234583201,1.4807699989350707,0,0,0.17197046845945696,0,0,0.0232736988731389,0.42857142857142855,0.15751065198683112,0,,,0.009413745627451998,SUNPHARMA
2018-01-10,550.7412001315282,553.7242377072729,541.9785948176205,545.4276733398438,2929462.0,-0.0023870049228208456,-0.0023898583607562876,0.028204766800269843,,4951693.875,2571641.592660024,-0.7863583637669672,0.25,0.6194892302419287,0.013115118059105908,0.016197256701488395,0.011801991819576725,0.11125367700002976,11.745642889652345,15.28135147683726,0.7686258730996374,543.4858267374146,0.0035729480021828887,543.4858267374148,0.003572948002182679,64.18509178664581,0,0,-2.393040632568784,-1.3050537109375,0,2.519723350761751,1.0988550889190063,1.4208682618427448,0,0,-0.059901737092325824,0,0,0.021534739512197722,0.375,0.2936474623806504,0,,,0.00463556987500124,SUNPHARMA
2018-01-11,546.033509125376,557.9190016415492,541.139482795187,548.0843505859375,5930449.0,0.004870814914516464,0.004858990875144665,0.011613860568558954,,5060444.444444444,2427573.5000514463,0.35838443430724554,0.7777777777777778,0.6220626266211108,0.012164282614383709,0.016449026362246096,0.011853747647406295,0.026194987545378613,16.779518846362294,15.46862239802789,1.0847454498440716,544.2100468743529,0.00711913300152649,544.210046874353,0.007119133001526279,66.62696923511865,0,0,2.4418774484728374,2.65667724609375,0,2.93430963221158,1.465945997577521,1.4683636346340587,0,0,0.04749537279131388,0,0,0.03061484750989343,0.7777777777777778,0.41388954239093784,0,,,0.07949551311651636,SUNPHARMA
2018-01-12,549.9953960799205,551.3470910597966,540.3005392208474,543.8895263671875,2842683.0,-0.007653610642714859,-0.007683049827553123,0.008120775119851098,,4838668.3,2393777.211095332,-0.8338225005851123,0.2,0.5561024269386142,0.011925826128479516,0.01607131724766638,0.011862757457540448,0.005316078920593748,11.046551838949199,14.977281224796924,0.737553828067694,544.2669752447364,-0.0006934995030438181,544.2669752447365,-0.0006934995030440269,60.15135722803199,0,0,-6.47561200708666,-4.19482421875,0,2.8910586656727446,1.7509685311965657,1.140090134476179,0,0,-0.3282735001578798,0,0,0.020310285973738774,0.1,0.32489657168755837,0,,,0.00022150328835807284,SUNPHARMA
