Date,Open,High,Low,Close,Volume,daily_return,log_return,return_5d,return_10d,volume_ma,volume_std,volume_spike,volume_percentile,volume_price_corr,volatility,parkinson_vol,vol_ma,vol_spike,tr,atr,atr_ratio,vwap,vwap_deviation,vwap_rolling,vwap_rolling_deviation,rsi,rsi_overbought,rsi_oversold,rsi_change,price_change,rsi_divergence,macd,macd_signal,macd_histogram,macd_bullish_cross,macd_bearish_cross,macd_hist_change,gap_up,gap_down,intraday_range,range_percentile,close_position,is_anomaly,anomaly_score,anomaly_percentile,composite_risk,symbol
2018-01-01,127.99932986461852,128.32719700566813,125.90098216304337,126.1304931640625,5899565.0,,,,,5899565.0,0.0,0.0,1.0,,,0.011463204049549204,0.0,,,,,126.78622411090318,-0.005171941559637827,126.78622411090318,-0.005171941559637827,0.0,0,1,,,0,0.0,0.0,0.0,0,0,,0,0,0.019235751502478804,1.0,0.09459628322715147,0,,,,ONGC
2018-01-02,128.35995676069368,129.5074914954636,127.868156160078,129.08126831054688,12878378.0,0.023394621494472245,0.023125161848829717,,,9388971.5,4934765.996932833,0.7071067811864041,1.0,1.0,,0.009745157432153062,0.0,,3.376998331401097,3.376998331401097,0.9999997038791241,128.18033290913067,0.0070286554414415465,128.18033290913067,0.0070286554414415465,99.99993222124543,1,0,99.99993222124543,2.950775146484375,0,0.2353894703748125,0.047077894074962504,0.18831157629985001,1,0,0.18831157629985001,0,0,0.01270002490788685,0.5,0.7400019900025775,0,,,,ONGC
2018-01-03,129.4419319385656,129.4419319385656,126.55670535250248,126.8517837524414,8032715.0,-0.01727194493272033,-0.01742284505690665,,,8936886.0,3576185.3447735338,-0.2528311350867652,0.6666666666666666,0.9978093650873409,0.028755604888241058,0.011153595505689094,0.028755604888241058,0.0,2.8852265860631263,3.1311124587321117,0.9214698298513421,128.01149546744378,-0.009059434089947652,128.01149546744378,-0.009059434089947652,56.96188233600419,0,0,-43.03804988524124,-2.2294845581054688,0,0.2392782989919766,0.08551797505836534,0.15376032393361128,0,0,-0.03455125236623874,0,0,0.02274486395042697,1.0,0.10227214011271903,0,,,0.125,ONGC
2018-01-04,128.06490309206526,131.14685211564066,127.99932566372313,130.81898498535156,12740860.0,0.031274303880916454,0.03079522578872345,,,9887879.5,3484770.0490779877,0.8186997878824265,0.75,0.9326552739783537,0.026053142143716037,0.01210428157633555,0.027404373515978547,-0.0493053441316785,4.295068363199249,3.5190977602211575,1.2205023660459378,128.6483181994094,0.01687287326760601,128.64831819940937,0.016872873267606236,75.62725221317123,1,0,18.665369877167045,3.9672012329101562,0,0.5560701770410788,0.17962841545490804,0.3764417615861707,0,0,0.22268143765255943,0,0,0.024060165489051967,1.0,0.8958331149457172,0,,,0.18063782102938086,ONGC
2018-01-05,131.76981375695416,131.76981375695416,128.7206530751128,130.13047790527344,6812787.0,-0.005263051690511333,-0.005276950334696836,,,9272861.0,3316467.3220046205,-0.741775437881378,0.4,0.5971759232266886,0.023045338275518763,0.012519963838478127,0.025951361769158618,-0.11197529995490924,3.0491606818413572,3.4016134906262074,0.896386316040191,128.87734873509032,0.009723424424531885,128.87734873509032,0.009723424424531885,70.33342168620466,1,0,-5.293830526966573,-0.688507080078125,0,0.743008318104188,0.29230439598476404,0.45070392211942395,0,0,0.07426216053325324,0,0,0.023431564284497476,0.8,0.4623647340698745,0,,,0.07708388553877912,ONGC
2018-01-08,129.83535425977632,131.08124507109684,128.9828979124846,129.44190979003906,4858711.0,-0.005291366990410995,-0.005305415853097998,0.02625389422420854,,8537169.333333334,3470823.788203064,-1.0598228425870933,0.16666666666666666,0.40580250233752574,0.020828490903099697,0.012094583852981018,0.024670644052643888,-0.15573154109008205,2.098347158612256,3.1409602242234174,0.6680589185341055,128.9682191316305,0.003672925453457469,128.9682191316305,0.003672925453457469,65.73185124915094,0,0,-4.601570437053724,-0.688568115234375,0,0.8260739827576771,0.39905831333934666,0.4270156694183304,0,0,-0.023688252701093537,0,0,0.016210724531221386,0.3333333333333333,0.2187491506929153,0,,,0.0,ONGC
2018-01-09,130.1632123066084,130.4910793401263,128.8517441725368,129.1796112060547,4598757.0,-0.0020263806707567777,-0.002028436557877638,0.0007618680602921035,,7974539.0,3500673.990039299,-0.9643234444579454,0.14285714285714285,0.32430306421620597,0.018872596547488348,0.011559289886043387,0.02351103455161278,-0.19727931217276404,1.6393351675895076,2.8906893814510988,0.5671085281594831,129.01264483622901,0.0012941860756628682,129.012644836229,0.0012941860756630888,64.13347447772512,0,0,-1.5983767714258192,-0.262298583984375,0,0.8608158673648347,0.4914098241444443,0.36940604322039045,0,0,-0.05760962619793997,0,0,0.012690355231711026,0.14285714285714285,0.19999987799939067,0,,,0.0,ONGC
2018-01-10,130.0320903257083,131.1468364342576,129.34356743328655,129.76979064941406,7673209.0,0.004568673321194483,0.0045582686116797935,0.023003278398255,,7936872.75,3242744.8713576305,-0.08130881720877763,0.625,0.3098516663156213,0.017229020780334035,0.011205242856431478,0.022464032256399657,-0.23302933271214485,1.9672252282029206,2.7587659309870736,0.7130813430111171,129.14244551084929,0.0048577764748484464,129.14244551084926,0.004857776474848668,65.99403356221282,0,0,1.8605590844877042,0.590179443359375,0,0.9253052668280191,0.5781889126811592,0.3471163541468598,0,0,-0.022289689073530627,0,0,0.013895907345237681,0.375,0.23636128582962657,0,,,0.0,ONGC
2018-01-11,129.83536806991503,130.9501141784643,129.17963388774373,129.76979064941406,5701402.0,0.0,0.0,-0.008020199331580047,,7688487.111111111,3123496.2531725345,-0.6361733615310705,0.3333333333333333,0.25207058343216454,0.01601987178263348,0.010910202200835358,0.021543437903004486,-0.25638014531818976,1.7704802907205703,2.6352302259537606,0.6718500726932553,129.21034413818694,0.00432973467123557,129.2103441381869,0.004329734671235791,65.99402776157125,0,0,-5.800641574182919e-06,0.0,1,0.965286360232767,0.6556084021914809,0.30967795804128617,0,0,-0.037438396105573646,0,0,0.01364323906370828,0.3333333333333333,0.33333126125842333,0,,,0.0,ONGC
2018-01-12,130.42551396044658,132.42550505050903,129.60584630105285,131.6386260986328,9291346.0,0.014401159467595903,0.01429844770844791,0.011589507835798596,,7848773.0,2988163.161255943,0.48276246046524285,0.8,0.2998606357483264,0.015405994190468213,0.011128167593627853,0.020776257438937455,-0.2584683404078703,2.819658749456181,2.655722284120696,1.0617291215224494,129.44864010198938,0.016917798271192306,129.44864010198938,0.016917798271192306,70.79186665496529,1,0,4.797838893394044,1.86883544921875,0,1.1346910548865878,0.7514249327305023,0.3832661221560856,0,0,0.0735881641147994,0,0,0.021419691253263352,0.7,0.7209308846473473,0,,,0.06701822810516411,ONGC
