acquirerName,acquirerDate,symbol,noOfShareAcq,noOfShareSale,noOfShareAft,regType,company,application_no,promoterType,acqSaleType,acquisitionMode,acqType,totAcqShare,totAcqDiluted,totSaleShare,totSaleDiluted,totAftShare,totAftDiluted,remarks,attachement,timestamp,time,sysTime,timeDifference
Life Insurance Corporation of India,23-NOV-2021 to 10-SEP-2025,GRASIM,,13667607.0,51035206,Reg29(2),Grasim Industries Limited,157227,N,Sale,Others,Equity shares,,-,2.0,0.0,7.49,0.0,,https://nsearchives.nseindia.com/corporate/Disclosure1_09152025193247_47451.zip,15-Sep-2025 19:32,"15-Sep-2025, 19-32",15-Sep-2025 19:32,00:00:05
Birla Group Holdings Private Limited,24-MAY-2024 to 24-MAY-2024,GRASIM,27809466.0,,157782973,Reg29(2),Grasim Industries Limited,132950,Y,Acquisition,Others,Equity shares,4.09,4.09,,,23.18,23.18,,https://nsearchives.nseindia.com/corporate/BGH5_06042024175730_40352.zip,04-Jun-2024 17:57,"04-Jun-2024, 17-57",04-Jun-2024 17:58,00:00:39
Birla Group Holdings Pvt Ltd,02-FEB-2024 to 02-FEB-2024,GRASIM,11564900.0,,261709114,Reg29(2),Grasim Industries Limited,128195,Y,Acquisition,Others,Equity shares,1.7,1.7,,,284.88,38.46,,https://nsearchives.nseindia.com/corporate/GRASIM_02062024192602_1.zip,06-Feb-2024 19:26,"06-Feb-2024, 19-26",06-Feb-2024 19:28,00:02:00
