Date,Close,High,Low,Open,Volume,daily_return,log_return,return_5d,return_10d,volume_ma,volume_std,volume_spike,volume_percentile,volume_price_corr,volatility,parkinson_vol,vol_ma,vol_spike,tr,atr,atr_ratio,vwap,vwap_deviation,vwap_rolling,vwap_rolling_deviation,rsi,rsi_overbought,rsi_oversold,rsi_change,price_change,rsi_divergence,macd,macd_signal,macd_histogram,macd_bullish_cross,macd_bearish_cross,macd_hist_change,gap_up,gap_down,intraday_range,range_percentile,close_position,iso_is_anom,iso_score,mtad_is_anom,mtad_score
2018-03-14,509.412353515625,511.684557005439,503.6172325003784,507.25973488107934,789750.0,0.002589115217158655,0.002585769232536875,0.05695655659240573,-0.001903761020739747,1138372.0,259377.82311158674,-1.3440701900332406,0.06,0.13881130780080847,0.016822432784150926,0.015531421349262893,0.017158004355786082,-0.019557726243627328,8.067324505060583,12.49285667908317,0.6457549871617414,500.6743210049097,0.017452527809214646,502.53667788972695,0.01368193791298378,57.11347078094511,0,0,2.9029865929298992,1.315521240234375,0,-0.15449571568194642,-1.0584297613085563,0.9039340456266098,0,0,0.6824663103082436,0,0,0.015836530954480083,0.08,0.7183448503767271,0,0.07208206579779375,1,0.0721232062052759
2018-03-15,501.7286987304688,512.2476035113303,500.2886319376247,509.4023539089874,822930.0,-0.015083369557351123,-0.015198280536661595,0.03492586470197967,-0.003404839055296316,1102245.0,249834.88426306116,-1.1179983965165448,0.1,-0.015815733927552075,0.017374222774229762,0.015625928808224356,0.017055671510545465,0.01867714471460083,11.95897157370564,12.600702063846162,0.9490718463274485,500.71948391102393,0.0020155293569966144,501.30722379759703,0.0008407517643135027,54.025645110354475,0,0,-3.0878256705906324,-7.683654785156193,0,-0.05392776739142846,-0.8575293625251308,0.8036015951337023,0,0,-0.10033245049290751,0,0,0.023835534231830387,0.44,0.12041727700816554,0,0.07188151970455325,0,0.021390767943852588
2018-03-16,499.4216003417969,506.761409250924,495.4601850127928,495.4601850127928,1782450.0,-0.004598298631331321,-0.004608903328012093,0.009081398197421375,0.0023902943172382507,1139269.0,291778.7692377481,2.2043447564065874,0.76,-0.009592087720837555,0.017057377624902212,0.015593507847911336,0.016920057594900735,0.008115812911124403,11.30122423813117,12.57507466934021,0.8987003683394765,500.7154630332693,-0.0025840278301608754,500.5754768617561,-0.002305099976512807,49.57738808854307,0,0,-4.448257021811408,-2.307098388671932,0,-0.15856269056342853,-0.7177360281327904,0.5591733375693618,0,0,-0.2444282575643405,0,0,0.022628625254442633,0.4,0.35052975192611696,0,0.07254295191474336,1,0.06167198310051687
2018-03-19,494.6479797363281,503.2683989912911,491.5386519951231,500.2836438705717,842920.0,-0.009558298243811936,-0.009604271964703027,-0.01519822047444741,-0.014689963617030455,1137181.0,293838.6712197883,-1.0014372811395367,0.12,0.04749731326364103,0.013990340598957006,0.014352957153539356,0.016638342172332267,-0.15915055639545866,11.729746996168046,11.701998545726358,1.002371257296853,500.66914049862663,-0.012026227053438691,500.14054779644704,-0.010982049114608799,36.60251062777588,0,0,-12.974877460767189,-4.77362060546875,0,-0.6195362804869546,-0.6980960786036232,0.07855979811666858,0,0,-0.48061353945269325,0,0,0.023713322355823366,0.44,0.2650805462347777,0,0.04444411602649945,0,0.028363726423317744
2018-03-20,506.3478393554688,507.2597194690421,492.5651377662584,492.8092952405527,1077770.0,0.02365290084754279,0.023377505139957212,-0.003442243306437054,0.02011787054406411,1117605.5,283405.79484613356,-0.14055993463940042,0.36,0.052479096003310834,0.015312804561272595,0.014588869983349568,0.016409485001540033,-0.06683210188085809,14.69458170278375,11.851840238290306,1.239856545996073,500.68831082191497,0.011303496429249613,500.15675949076444,0.012378278903988911,47.755732033177786,0,0,11.153221405401908,11.699859619140682,0,-0.04031554764105749,-0.5665399724111101,0.5262244247700526,0,0,0.447664626653384,0,0,0.029020725597367007,0.68,0.9379444659973877,0,0.08303767489390157,0,0.008912877519709443
2018-03-21,511.3955383300781,513.2242254426218,507.2597030609757,507.2597030609757,999530.0,0.00996883680008298,0.009919475723770286,0.0038930834730772634,0.06107137669463647,1113632.5,284530.36271011166,-0.40102047076167674,0.22,0.022277333269282204,0.015050164106590687,0.014354579472968226,0.016175815776018995,-0.06958855215874549,6.87638608715298,11.619777338911288,0.5917829478138243,500.81395944114627,0.021128761867418026,500.65345418986846,0.021456127088088306,54.51713394771589,0,0,6.761401914538105,5.047698974609318,0,0.8166147515390776,-0.28990902762107257,1.10652377916015,0,0,0.5802993543900975,0,0,0.011663227256755294,0.02,0.6934059433049876,0,0.03817030659616838,0,0.021041806305783218
2018-03-22,510.2344665527344,511.789130351295,507.25968711173886,508.2562680294437,739660.0,-0.0022703987233348988,-0.002272979986253816,0.0169529226527958,0.05247088283765011,1100193.0,295881.61644215306,-1.218504225897,0.04,-0.057488675041399755,0.014723317883795089,0.01405507905390545,0.01593806500913813,-0.07621672068910758,4.529443239556144,11.217940262492363,0.40376781594182254,500.89689235100093,0.018641709190664227,501.1001815534365,0.018228460765994662,57.147062234273236,0,0,2.6299282865573446,-1.16107177734375,1,1.3860716276153653,0.045287103426215,1.3407845241891503,0,0,0.23426074502900018,0,0,0.008877180073994736,0.02,0.6567649229732401,0,0.09203557667860962,0,0.008576298816153887
2018-03-23,510.9171752929688,513.4086278468747,502.2768348674369,504.1603875965446,1737720.0,0.0013380294452607355,0.0013371350815636254,0.023017776850870142,0.032308208645493774,1125352.5,327599.47668609046,1.8692566489865783,0.78,0.06913985142420534,0.01462811000788407,0.014009073091274105,0.015933570894238334,-0.08193146489810774,11.131792979437762,11.191600269624448,0.9946560554576214,501.0667669887575,0.01965887373331364,502.023454596172,0.017715747372666547,55.49941033993666,0,0,-1.647651894336576,0.6827087402344318,1,1.8708927077780118,0.41040822429657436,1.4604844834814374,0,0,0.11969995929228716,0,0,0.02178786213838439,0.3,0.7761858705705227,0,0.08118567512590324,1,0.05012066558416975
2018-03-26,513.34375,517.0111601625633,504.58382638429737,511.04663848142894,1264820.0,0.004749448294901759,0.004738205250134662,0.03779611163809382,0.022023457525893964,1120395.5,324534.73846132134,0.44502015619265467,0.54,0.10392538803457682,0.014184000798081462,0.013808159409199708,0.015937975143671894,-0.11005000445347257,12.427333778265961,11.061685682496257,1.1234575031188252,501.22837485327574,0.024171367293893957,502.7601769610003,0.021050937452827795,60.93703257240745,0,0,5.437622232470794,2.426574707031193,0,2.4229904798876873,0.812924675414797,1.6100658044728904,0,0,0.14958132099145294,0,0,0.024208600529843312,0.48,0.7048916341426255,0,0.027641324378093857,0,0.014252674123479078
2018-03-27,524.0969848632812,526.0402691535969,509.352555575096,516.2289583977464,1297190.0,0.02094743505357033,0.020731054070288184,0.035053266012560425,0.031490360835822795,1100640.0,298902.29660507763,0.6575727327371108,0.54,0.025569390943064093,0.011716107675198102,0.013596071347244701,0.015696432353117202,-0.2535814721965889,16.687713578500905,11.010430938103676,1.5156276507974171,501.51530181462215,0.04502690738828357,502.8762031821958,0.042198818609348265,78.47516854329274,1,0,17.538135970885286,10.75323486328125,0,3.685741196646859,1.3874879796612094,2.2982532169856498,0,0,0.6881874125127594,0,0,0.03184088834783568,0.72,0.8835499973044372,0,0.10563775720183,0,0.028278876034152613
2018-03-28,515.3869018554688,528.0883224653409,500.4381556995957,521.2118888931376,12294620.0,-0.016619219837879173,-0.01675886846809762,0.0078048462026558685,0.011728314593494549,1673890.5,2516858.0803924124,4.219836463065125,1.0,0.2820914486778899,0.013193765094709958,0.015832520171043397,0.01549876783719637,-0.1487216672949212,27.650166765745155,12.351902547421869,2.2385350481313386,503.18905393678733,0.02424108359119736,506.9388469823459,0.016664840194029095,69.15207045926097,0,0,-9.32309808403177,-8.7100830078125,0,3.938251618593938,1.897640707447755,2.040610911146183,0,0,-0.2576423058394668,0,0,0.053649339294706236,0.96,0.5406385531768977,1,0.3400790918277766,1,0.07839787990782697
2018-04-02,524.9390258789062,527.6895989598275,505.3811252564575,505.7648186442162,2394740.0,0.018533889761358724,0.018364230320014642,0.028819219966693677,0.04626071262649889,1728385.0,2520243.9046574757,0.2644009965736088,0.9,0.281244129818469,0.012980826533849937,0.01662331937718721,0.015308109106732994,-0.1520293855124183,22.308473703370055,12.913191917400756,1.7275723805809327,503.5804951084836,0.04241334002775283,507.8562075853336,0.033637116251392145,68.92714212957203,0,0,-0.22492832968893595,9.5521240234375,1,4.853199858529365,2.488752537664077,2.364447320865288,0,0,0.3238364097191049,0,0,0.04249726654629354,0.88,0.8767027669229346,0,0.13010747006163448,0,0.0318878391245775
2018-04-03,536.3199462890625,539.9923444444889,521.4709274882201,525.0984965349004,1897500.0,0.02168046163285564,0.021448783042796328,0.04971993940412611,0.07388215872523918,1780802.0,2511883.0207123817,0.04645837367335039,0.82,0.23720461292989242,0.013524536620448283,0.01718171412203352,0.015141678280472397,-0.10680068109154019,18.52141695626881,13.441730842529754,1.3779041681365154,504.1272935304081,0.06385818258945095,509.344185398508,0.05296175290466086,70.42881418015926,1,0,1.5016720505872314,11.38092041015625,0,6.422612217596225,3.275524473650507,3.1470877439457174,0,0,0.7826404230804296,0,0,0.03453426836795608,0.74,0.8017215332445077,0,0.08131897572703062,0,0.026939450470853162
2018-04-04,521.0672607421875,542.6980651178632,518.5011137152032,540.1468205755099,1887800.0,-0.028439526913761615,-0.028851764972487388,0.015045494840810969,0.05341026768155843,1818125.5,2507423.0128843123,0.02778729382396979,0.8,0.22845067168593955,0.015982568631193628,0.018387310894698874,0.015090877023971013,0.059088119710875145,24.19695140265992,14.434394821914777,1.6763398604177686,504.5560272484929,0.03272428155046122,510.5699781932248,0.02055992909353836,56.9923816902325,0,0,-13.436432489926766,-15.252685546875,0,6.362278185005096,3.892875215921425,2.4694029690836707,0,0,-0.6776847748620467,0,0,0.046437289819644983,0.9,0.10605249331517483,0,0.15323856126334834,0,0.03258476427906916
2018-04-05,542.5237426757812,548.1195351064961,529.6827871074594,531.4766206934219,2053870.0,0.04117795062202134,0.040352717023933476,0.03515906090798615,0.07144476683530598,1877398.0,2497784.318074089,0.07065141642656651,0.86,0.19515728965990398,0.01912522829656281,0.019019627676864263,0.015353210285822257,0.24568267449193373,27.052274364308573,15.790462669003919,1.713203401930582,505.25394859143984,0.07376447861153655,512.4439316417154,0.05869873595271302,64.66561667578631,0,0,7.673234985553812,21.45648193359375,0,7.954131525284424,4.705126477794025,3.2490050474903995,0,0,0.7796020784067288,0,0,0.03398330164882892,0.68,0.69648701432033,0,0.15809116548111646,0,0.040790335588354404
2018-04-06,546.5499267578125,549.5098039792326,539.6536032187782,544.4621187442488,1216930.0,0.007421212686791856,0.007393810973703971,0.06046530245559656,0.06874207104451524,1876359.5,2498068.5841465076,-0.26397573877071956,0.44,0.13197148270776474,0.01826291699399565,0.01886289920538102,0.01549445975890173,0.17867399699621123,9.856200760454385,15.640264753771687,0.6301811967375653,505.7136641003842,0.08074977117731492,514.3881508121559,0.06252433283079044,70.51683866711278,1,0,5.851221991326469,4.02618408203125,0,9.431841772499752,5.65046953673517,3.7813722357645814,0,0,0.5323671882741818,0,0,0.01803348656344041,0.12,0.6996938988909791,0,0.050913207473950894,0,0.007750328159759179
2018-04-09,554.228515625,555.9924832023988,543.5900271657075,546.9235609281823,1376360.0,0.014049199334336349,0.013951424045517836,0.05579598448992118,0.08622320120688798,1894002.0,2492969.149693214,-0.20764075643041996,0.56,0.06717832723195999,0.018087304182272296,0.018863088244217657,0.015620177789697761,0.1579448241784352,12.40245603669132,15.718924167954555,0.7890143055201335,506.29847057869955,0.09466756830495993,516.563889663319,0.07291378029958082,73.91188336136754,1,0,3.3950446942547643,7.6785888671875,0,11.094643593512501,6.739304348090637,4.355339245421864,0,0,0.5739670096572826,0,0,0.022377874264882906,0.32,0.857772720738691,0,0.08040945026632951,0,0.01910470176782674
