Date,Close,High,Low,Open,Volume,daily_return,log_return,return_5d,return_10d,volume_ma,volume_std,volume_spike,volume_percentile,volume_price_corr,volatility,parkinson_vol,vol_ma,vol_spike,tr,atr,atr_ratio,vwap,vwap_deviation,vwap_rolling,vwap_rolling_deviation,rsi,rsi_overbought,rsi_oversold,rsi_change,price_change,rsi_divergence,macd,macd_signal,macd_histogram,macd_bullish_cross,macd_bearish_cross,macd_hist_change,gap_up,gap_down,intraday_range,range_percentile,close_position,iso_is_anom,iso_score,mtad_is_anom,mtad_score
2018-03-14,49.85693359375,50.68848493382248,49.70026472278326,50.13411839538997,86551810.0,-0.013198680267878737,-0.013286556942218386,-0.0419174880442158,-0.07621887520281956,97083184.0,46345592.94020978,-0.22723571610328672,0.72,-0.3900934742019889,0.025901859656271155,0.02254036811564584,0.02625380764828534,-0.013405597516502445,0.98822021103922,1.7999735566943451,0.5490192935417724,54.66263774259524,-0.08791570160567885,52.53719580807726,-0.05101646886650482,43.79937598745014,0,0,0.5390973269975916,-0.6668472290039134,1,-1.4670981541949857,-1.2007834728405113,-0.26631468135447434,0,0,0.014435044435121558,0,0,0.019821118945495694,0.2,0.15853639609682718,0,0.1766947670633322,1,0.12238544838525509
2018-03-15,49.14991760253906,50.02163997713216,48.97717972078971,49.81274915180275,75109510.0,-0.014180896020840827,-0.014282405735355498,-0.03797755676496117,-0.08911559980052153,98395684.0,45267178.88772512,-0.5144162850915898,0.64,-0.25762622534687435,0.02609687966317197,0.022483209520003364,0.026397334892290118,-0.011382028487424131,1.0444602563424539,1.7887829309259737,0.5838943550394282,54.55504078938518,-0.09907651261070492,52.3028920763759,-0.06028298529213997,42.40730546484098,0,0,-1.3920705226091599,-0.7070159912109375,0,-1.5476324911197423,-1.2701532764963577,-0.27747921462338465,0,0,-0.011164533268910315,0,0,0.02125049862275348,0.24,0.16538482966204351,0,0.15539655975486233,0,0.0363973801276005
2018-03-16,48.221954345703125,49.32265453635872,47.75596264953136,49.1499166579292,117395820.0,-0.018880260682023975,-0.01906076843718769,-0.010795092936116468,-0.11088066035582655,101699852.5,44044866.992411226,0.35636314902947397,0.88,-0.19188147250678797,0.018236005063896905,0.02001069425469838,0.026175903769474672,-0.3033285296345122,1.566691886827357,1.6203492223838754,0.9668853258407699,54.36607303641882,-0.11301384020300398,51.968784755486126,-0.07209771071884391,22.548638948104724,0,1,-19.858666516736257,-0.9279632568359375,0,-1.6671179152828088,-1.349546204253648,-0.31757171102916093,0,0,-0.04009249640577628,0,0,0.032489182739530956,0.66,0.2974367198760354,0,0.20812308549066794,0,0.0635051730906086
2018-03-19,46.19328308105469,48.35853025244532,46.02456323870283,48.20587940434325,125423170.0,-0.04206945347143953,-0.042980002043838256,-0.07697875577846225,-0.12341833270354752,105464631.0,42598914.788132876,0.46852224051397695,0.92,-0.14022124451416373,0.019914237908965488,0.021037335617130927,0.026038852430665373,-0.2352106070264624,2.3339670137424875,1.6754415897693515,1.3930458850975196,54.126386062556776,-0.14656627863879196,51.57433785511322,-0.10433589645050005,17.921336149499467,0,1,-4.627302798605257,-2.0286712646484375,0,-1.9035646827867083,-1.46034989996026,-0.44321478282644833,0,0,-0.1256430717972874,0,0,0.05052611241328275,0.9,0.07228887181615568,0,0.376489909801364,0,0.03236635026229482
2018-03-20,47.64348602294922,48.2781976260064,45.67106333857262,45.87593615873139,176450350.0,0.031394238407992825,0.03091151643334485,-0.057008694775026125,-0.1011745980980916,105457794.5,42586909.21722075,1.6670041758112122,0.94,-0.2919583162516596,0.023003807981404657,0.022459075331824414,0.02588841621288393,-0.11142466562396429,2.60713428743378,1.7600885418506016,1.481251780215171,53.82854596428708,-0.11490297258496411,51.0838007123034,-0.06734649030251667,27.325100332788637,0,1,9.40376418328917,1.4502029418945312,0,-1.951436249622546,-1.5585671698927173,-0.39286907972982865,0,0,0.050345703096619676,0,0,0.05472173648509342,0.9,0.7565481736506626,0,0.3585060883941902,0,0.01282381654616244
2018-03-21,46.77978897094727,48.34246269626946,46.6391890981382,48.12152091466875,119394510.0,-0.018128334513262012,-0.018294666044994048,-0.06171949217487527,-0.10104985414375556,106320281.0,42690828.678224824,0.3062538115281124,0.84,-0.29663556725211776,0.02299882226540014,0.022902950299668354,0.025725451419326757,-0.1059895511061326,1.7032735981312541,1.795669002524163,0.9485454138755112,53.642717142887086,-0.12793774322675014,50.799940923735605,-0.0791369414925999,25.75305087188903,0,1,-1.5720494608996063,-0.863697052001946,0,-2.035602783347386,-1.653974292583651,-0.38162849076373506,0,0,0.01124058896609359,0,0,0.03641045920819923,0.7,0.08254685147517206,0,0.22472545941154976,0,0.026093958252048587
2018-03-22,46.67133331298828,47.19757993491746,45.95627980888207,46.81595121998142,114862450.0,-0.0023184298250329416,-0.0023211215446398777,-0.05042906296597205,-0.08649144712953916,106909634.0,42725022.13105756,0.18613954079660874,0.8,-0.2929971663536629,0.0227083845190212,0.02302825498967138,0.025656406473326326,-0.11490392633380322,1.2413001260353838,1.7985381386066908,0.6901717003937623,53.45650864389595,-0.12692889047394834,50.53263664454901,-0.07641206926614696,24.15594921094221,0,1,-1.5971016609468194,-0.10845565795899148,0,-2.086999205181556,-1.7405792751032318,-0.34641993007832395,0,0,0.03520856068541112,0,0,0.026596628763192902,0.38,0.5760520671289882,0,0.16371547796657882,0,0.03207529044359228
2018-03-23,45.51438903808594,45.69917788825293,44.4699257891066,44.996175428665495,141335500.0,-0.024789184126016273,-0.02510160994755567,-0.056147979573923035,-0.06633694985236382,109501093.5,43183253.40775298,0.7371933327812803,0.92,-0.3310864156771436,0.02251019769581585,0.023051475750442373,0.025579784532780425,-0.12000049152214,2.2014075238816844,1.822354810323478,1.208001597824367,53.19693528831323,-0.1444170835865923,50.15600476623244,-0.09254356980161489,24.802733153558904,0,1,0.6467839426166933,-1.1569442749023438,1,-2.1957754413095785,-1.8316185083445014,-0.3641569329650771,0,0,-0.017737002886753173,0,1,0.02700798857457372,0.4,0.8496737559813828,0,0.26030353085395186,1,0.1504012146643503
2018-03-26,46.72355651855469,47.26989016756898,45.05643865728604,45.70721619151787,109299980.0,0.02656670793618554,0.02621994117752801,0.011479449004945907,-0.0663829804749394,104032985.5,34729766.08522726,0.15165649221692806,0.76,-0.6581297419192539,0.024256885500394433,0.02393524068767383,0.025367598913399937,-0.04378472605990571,2.213451510282944,1.8765862933219704,1.179509579165229,53.033881789023766,-0.11898667526268307,49.589247236649115,-0.05778855049686537,29.268339935699316,0,1,4.465606782140412,1.20916748046875,0,-2.1595181014715195,-1.897198426969905,-0.26231967450161453,0,0,0.10183725846346259,0,0,0.04737335244068103,0.86,0.7531756863751526,0,0.27059469496791844,0,0.043672012370293015
2018-03-27,47.4024543762207,48.125543889254665,47.20561453400222,47.43860731944856,100381680.0,0.014530098054423846,0.014425547713954252,-0.005059068234688269,-0.061779352132877,104452182.0,34627299.10174999,-0.11755181910200689,0.68,-0.6578214966091239,0.024838392565856668,0.023781102486528986,0.025192654991935924,-0.014062130892139929,1.4019873706999775,1.8806032504287156,0.7454987486780488,52.91710808272424,-0.10421305899366946,49.26332964411401,-0.03777404575165312,34.40544892697278,0,0,5.137108991273465,0.6788978576660156,0,-2.0523443667820658,-1.9282276149323372,-0.12411675184972859,0,0,0.13820292265188594,0,0,0.019406787419313787,0.08,0.21397278049735888,0,0.21327546205856618,0,0.04515215299571714
