acquirerName,acquirerDate,symbol,noOfShareAcq,noOfShareSale,noOfShareAft,regType,company,application_no,promoterType,acqSaleType,acquisitionMode,acqType,totAcqShare,totAcqDiluted,totSaleShare,totSaleDiluted,totAftShare,totAftDiluted,remarks,attachement,timestamp,time,sysTime,timeDifference
SBICAP Trustee Company Limited,05-DEC-2024 to 05-DEC-2024,ADANIENT,2100000,,7700000,Reg29(2),Adani Enterprises Limited,142786,N,Acquisition,Others,Equity shares,0.18,0.18,,,0.67,0.67,,https://nsearchives.nseindia.com/corporate/ADANIENT_12122024151050_43164.zip,12-Dec-2024 15:10,"12-Dec-2024, 15-10",12-Dec-2024 15:10,00:00:04
SBICAP Trustee Company Limited,30-SEP-2024 to 30-SEP-2024,ADANIENT,5600000,,5600000,Reg29(1),Adani Enterprises Limited,140503,N,Acquisition,Others,Equity shares,0.4,0.4,,,0.4,0.4,,https://nsearchives.nseindia.com/corporate/AEL_10032024174222_42529.zip,03-Oct-2024 17:42,"03-Oct-2024, 17-42",03-Oct-2024 17:42,00:00:04
Emerging Market Investment DMCC,08-SEP-2023 to 12-JUN-2024,ADANIENT,10495000,,10495000,Reg29(2),Adani Enterprises Limited,134203,Y,Acquisition,Open Market,Equity shares,0.95,0.95,,,0.95,0.95,,https://nsearchives.nseindia.com/corporate/ADANIENT_06182024214327_40729.zip,18-Jun-2024 21:43,"18-Jun-2024, 21-43",27-Jun-2024 19:31,213:48:28
Kempas Trade and Investment Ltd.,08-SEP-2023 to 12-JUN-2024,ADANIENT,4825000,,37024300,Reg29(2),Adani Enterprises Limited,134202,Y,Acquisition,Open Market,Equity shares,0.42,0.42,,,3.37,3.37,,https://nsearchives.nseindia.com/corporate/ADANIENT_06182024214327_40729.zip,18-Jun-2024 21:43,"18-Jun-2024, 21-43",27-Jun-2024 19:31,213:48:28
Infinite Trade and Investment Ltd.,08-SEP-2023 to 12-JUN-2024,ADANIENT,7703200,,24303200,Reg29(2),Adani Enterprises Limited,134201,Y,Acquisition,Open Market,Equity shares,0.68,0.68,,,2.21,2.21,,https://nsearchives.nseindia.com/corporate/ADANIENT_06182024214327_40729.zip,18-Jun-2024 21:43,"18-Jun-2024, 21-43",27-Jun-2024 19:31,213:48:28
