acquirerName,acquirerDate,symbol,noOfShareAcq,noOfShareSale,noOfShareAft,regType,company,application_no,promoterType,acqSaleType,acquisitionMode,acqType,totAcqShare,totAcqDiluted,totSaleShare,totSaleDiluted,totAftShare,totAftDiluted,remarks,attachement,timestamp,time,sysTime,timeDifference
Indian Continent Investment Limited,08-AUG-2025 to 08-AUG-2025,BHARTIARTL,,60000000.0,66111188,Reg29(2),Bharti Airtel Limited,155236,Y,Sale,Others,Equity shares,,-,0.98,0.0,1.48,0.0,,https://nsearchives.nseindia.com/corporate/ICIL_08122025114651_46906.zip,12-Aug-2025 11:46,"12-Aug-2025, 11-46",12-Aug-2025 11:46,00:00:05
Pastel Limited,16-MAY-2025 to 16-MAY-2025,BHARTIARTL,,71000000.0,451908324,Reg29(2),Bharti Airtel Limited,150743,Y,Sale,Others,Equity shares,,-,1.17,1.17,8.32,8.32,,https://nsearchives.nseindia.com/corporate/BHARTIARTL_05212025171446_45556.zip,21-May-2025 17:14,"21-May-2025, 17-14",21-May-2025 17:14,00:00:05
Indian Continent Investment Limited,18-FEB-2025 to 18-FEB-2025,BHARTIARTL,,51115092.0,126111188,Reg29(2),Bharti Airtel Limited,146369,Y,Sale,Others,Equity shares,,-,0.84,0.0,2.47,0.0,,https://nsearchives.nseindia.com/corporate/BHARTIARTL_02192025180452_44210.zip,19-Feb-2025 18:04,"19-Feb-2025, 18-04",19-Feb-2025 18:04,00:00:03
Bharti Telecom Ltd,18-FEB-2025 to 18-FEB-2025,BHARTIARTL,12048192.0,,2322729220,Reg29(2),Bharti Airtel Limited,146360,Y,Acquisition,Open Market,Equity shares,0.2,0,,,40.47,0.0,,https://nsearchives.nseindia.com/corporate/BHARTIARTL_02182025182838_44207.zip,18-Feb-2025 18:28,"18-Feb-2025, 18-28",18-Feb-2025 18:28,00:00:03
Bharti Telecom Ltd,06-NOV-2024 to 06-NOV-2024,BHARTIARTL,73059360.0,,2310681028,Reg29(2),Bharti Airtel Limited,141325,Y,Acquisition,Others,Equity shares,1.2,1.2,,,40.33,40.27,,https://nsearchives.nseindia.com/corporate/BHARTIARTL_11082024184640_42765.zip,08-Nov-2024 18:46,"08-Nov-2024, 18-46",08-Nov-2024 18:46,00:00:04
Indian Continent Investment Limited along with PAC,06-NOV-2024 to 06-NOV-2024,BHARTIARTL,,73059360.0,177226280,Reg29(2),Bharti Airtel Limited,141313,Y,Sale,Others,Equity shares,,-,1.2,1.2,3.31,3.3,,https://nsearchives.nseindia.com/corporate/ICIL_11082024184051_42761.zip,08-Nov-2024 18:40,"08-Nov-2024, 18-40",08-Nov-2024 18:40,00:00:04
Bharti Telecom Limited alongwith PAC,01-DEC-2023 to 01-DEC-2023,BHARTIARTL,81150803.0,,2237621668,Reg29(2),Bharti Airtel Limited,124982,Y,Acquisition,Inter-se transfer,Equity shares,1.35,1.33,,,39.59,39.07,,https://nsearchives.nseindia.com/corporate/BTL_12062023131002_1.zip,06-Dec-2023 13:10,"06-Dec-2023, 13-10",06-Dec-2023 13:12,00:02:03
Indian Continent Investment Limited,01-DEC-2023 to 01-DEC-2023,BHARTIARTL,,81150803.0,250285640,Reg29(2),Bharti Airtel Limited,124969,Y,Sale,Inter-se transfer,Equity shares,,-,1.35,1.33,4.5,4.5,,https://nsearchives.nseindia.com/corporate/BHARTIARTL_12062023131002_2.zip,06-Dec-2023 13:10,"06-Dec-2023, 13-10",06-Dec-2023 13:12,00:02:03
