comNameList,data
Power Grid Corporation of India Limited,"{'comName': 'Power Grid Corporation of India Limited', 'shp': '30-Sep-2025', 'totIssuedShares': '9300603819', 'totPromoterHolding': '4774884280', 'percPromoterHolding': '    51.34', 'totPublicHolding': '4525719539', 'totPromoterShares': '0', 'percPromoterShares': '     0.00', 'percTotShares': '     0.00', 'disclosureFromDate': None, 'numSharesPledged': '32969530', 'totDematShares': '9300559067', 'sharesCollateral': '0', 'nbfcPromoShare': '0', 'nbfcNonPromoShare': '0', 'percSharesPledged': '0.35', 'broadcastDt': '31-Oct-2025 16:30:45', 'disclosureToDate': None, 'compBroadcastDate': None, 'noOfPledgeShare': None, 'noOfSecPledgeShare': None}"
