Date,Close,High,Low,Open,Volume,ret,vol_z,ret_z,label
2018-01-01,687.7122192382812,691.1532382051633,682.3049037188952,682.3049037188952,174646,,-0.529035762476219,,0
2018-01-02,673.5547485351562,688.3511756481477,668.6390079678099,687.7121053717532,342012,-0.020586330018690036,-0.4497893974813777,-1.240644709489808,0
2018-01-03,678.8638305664062,683.2879974564117,668.7865615391714,673.5056608871898,125483,0.00788218336044122,-0.5523140211562458,0.41951809586675876,0
2018-01-04,689.7767333984375,690.3666583055356,678.3722386071039,682.8946961951771,411800,0.016075245639359137,-0.41674537826445196,0.8973026951637562,0
2018-01-05,690.1207885742188,693.0210873351219,687.2204898133157,688.203637867412,195946,0.0004987920860799466,-0.5189503952308399,-0.011049928808327452,0
2018-01-08,692.2838745117188,694.9875322393335,680.3385990943411,680.3385990943411,310252,0.0031343584678400482,-0.4648274849796519,0.14264511033107943,0
2018-01-09,705.1630859375,707.8175982274673,688.3512747787191,688.3512747787191,605429,0.018603945433316893,-0.3250637081069162,1.0447657287241545,0
2018-01-10,699.608154296875,702.9508817933564,694.2008398215415,702.8033855777539,297500,-0.007877513374427214,-0.4708654475671202,-0.49952049229173245,0
2018-01-11,691.9397583007812,702.6560987232788,687.2206584841861,695.0858448473814,113144,-0.010960987159734703,-0.5581564317872661,-0.6793355891141759,0
2018-01-12,689.9241943359375,697.0520182175699,688.2036851231296,691.9396359839068,93456,-0.0029129182716620683,-0.5674785308636523,-0.2100063886396656,0
2018-01-15,704.6715087890625,712.3891985555081,689.6784979637633,689.6784979637633,764541,0.021375267854346625,-0.2497255412925143,1.2063774835696641,0
2018-01-16,689.0394287109375,703.934148737852,684.2711836893086,703.934148737852,338329,-0.022183499521625127,-0.4515332663811303,-1.3337848523314921,0
2018-01-17,693.3652954101562,702.754349089327,679.9945033651871,684.2711742013028,232397,0.006278111990356772,-0.5016911594814825,0.3259754654425208,0
2018-01-18,695.8722534179688,700.0014876780641,688.3020006088942,694.692463628427,323715,0.003615638141118094,-0.45845286999258433,0.17071129706551139,0
