Date,Close,High,Low,Open,Volume,ret,vol_z,ret_z,label
2018-01-01,994.74560546875,1006.9318482991259,991.6119758825151,1006.5836335020506,1317415,,-0.591175167250287,,0
2018-01-02,997.978759765625,1000.7641747486635,987.3344368171456,995.7901977369902,1072207,0.0032502322996958988,-0.6468651081920468,0.15650164335855837,0
2018-01-03,994.894775390625,1001.6594321416054,992.9051847503338,997.381763690989,884021,-0.0030902304731658115,-0.6896046078252808,-0.2092801249795248,0
2018-01-04,995.1932983398438,997.6802867296199,990.9156297354366,995.790151266394,783950,0.00030005479634920285,-0.7123320395566389,-0.013694315949682193,0
2018-01-05,997.8294067382812,1001.4604338455922,991.4129649534027,997.2822814704979,2147402,0.002648840584874357,-0.40267427408029044,0.12180731065892632,0
2018-01-08,1000.8636474609376,1007.8272153987524,998.476174884183,1003.5993348650791,1780412,0.0030408411519708967,-0.4860224985518268,0.14442185249265865,0
2018-01-09,1004.49462890625,1015.3379227699518,990.8161925136172,1004.7433277497524,1242106,0.0036278482633711473,-0.6082788252157,0.1782863363524233,0
2018-01-10,997.0336303710938,1004.1961689687416,994.8947961012617,1002.355761157668,676881,-0.00742761416582205,-0.7366488085311148,-0.4595041123911717,0
2018-01-11,1012.3535766601562,1015.6861170078074,995.8399363684167,998.4761685007331,2077738,0.01536552611907438,-0.41849587878228534,0.8554338437265717,0
2018-01-12,1018.0237426757812,1020.5605192565667,1010.8114767741054,1017.1781909605104,2320796,0.005600973954506427,-0.3632942309346528,0.29211610403845256,0
2018-01-15,1032.9456787109375,1035.9798529594525,1015.0393632547206,1019.665185701238,3511372,0.014657748547136418,-0.09289886403521737,0.8146021030275165,0
2018-01-16,1027.8724365234375,1038.5664880043248,1022.1523624755209,1038.118878609356,1158187,-0.004911431735530547,-0.6273379266882928,-0.31434536108478406,0
2018-01-17,1021.7542724609376,1028.7676282027537,1016.4818692867798,1022.6994008977307,1603465,-0.005952260071486415,-0.5262094744246433,-0.3743908250991543,0
2018-01-18,1041.0533447265625,1045.331013350554,1026.031959070538,1027.6236073602859,3648214,0.018888173786777873,-0.06182025771587904,1.058655649339831,0
2018-01-19,1055.0302734375,1058.3628136248735,1037.6213545415392,1047.2210326704699,4304314,0.013425756501083574,0.08718862556643102,0.7435283903779475,0
2018-01-22,1068.509765625,1072.588402671806,1038.566446949191,1055.4779695527698,3189930,0.012776403224507682,-0.1659025425293986,0.7060671516181061,0
2018-01-23,1069.8526611328125,1078.109511501931,1064.6797736423912,1071.344854228317,2458463,0.001256792919461125,-0.33202825633500976,0.04149997743947172,0
2018-01-24,1074.478271484375,1078.3579970522749,1065.3758711152534,1065.6743582493075,1168000,0.0043235956871525705,-0.6251092661614687,0.21842405691072447,0
2018-01-25,1086.6646728515625,1092.2852908482967,1044.6345694468807,1070.3997932174566,4061319,0.011341691768556927,0.032001285842021734,0.6232985411534613,0
2018-01-29,1109.2962646484375,1113.673388452352,1085.3217211268566,1086.3165164716106,2215014,0.02082665643071513,-0.3873187053918534,1.1704868570597091,0
2018-01-30,1082.3870849609375,1112.1811559033201,1078.3083270444397,1107.256967695806,2692935,-0.02425788361960113,-0.2787766012809482,-1.4304436073377194,0
2018-01-31,1103.1783447265625,1107.4062253086693,1077.5126954655898,1078.3582472950134,3143011,0.01920871013199066,-0.17655846052166,1.0771474149047033,0
2018-02-01,1115.11572265625,1125.113463813194,1099.3482417253492,1099.3482417253492,3856283,0.010820895811407771,-0.014565068970768582,0.5932537837006289,0
2018-02-02,1080.2979736328125,1109.1968274419517,1072.3396107453366,1109.1968274419517,2281820,-0.031223440147090997,-0.37214618983544734,-1.832287080812474,0
2018-02-05,1056.721435546875,1075.4236380284071,1045.3310765548435,1069.4050771596992,2370531,-0.021824106553356426,-0.35199876254561807,-1.2900388276042898,0
2018-02-06,1028.4195556640625,1043.9383399576463,1012.9007106529848,1030.2599029074545,3334520,-0.02678272525830394,-0.13306426416666547,-1.5761019090205644,0
2018-02-07,1030.9063720703125,1044.535018499606,1025.6339086410417,1031.602680175325,3536295,0.0024180952146950485,-0.0872385250654795,0.1084955931134389,0
2018-02-08,1046.276123046875,1050.5040037437604,1025.2361748212586,1030.9065817933708,1839297,0.014908968838456493,-0.47264894559941273,0.8290950202944987,0
2018-02-09,1026.62890625,1040.0586448492006,1022.6497244428294,1034.5872698643411,1898563,-0.018778232977027187,-0.45918886256845803,-1.11432215473735,0
2018-02-12,1037.5218505859375,1040.5560252373464,1027.2755304641926,1032.1002640379988,772861,0.01061040096340804,-0.7148504963570009,0.5811103202838969,0
2018-02-14,1037.0242919921875,1046.8727895600155,1031.4037958031226,1044.5350449369125,1187333,-0.00047956444817909283,-0.620718489236462,-0.05867060807689727,0
2018-02-15,1036.7259521484375,1042.0480827470722,1027.6235508140578,1038.0689015241717,908706,-0.00028768838498172133,-0.6839983217654975,-0.0476012637384229,0
2018-02-16,1044.7340087890625,1056.4726422772449,1035.4326967245586,1037.571530974733,1655606,0.007724371733947244,-0.51436757199632,0.41461507966108907,0
2018-02-19,1050.702880859375,1053.4883566274752,1041.1032021419692,1053.4883566274752,1188168,0.005713293546585119,-0.620528849825487,0.29859582964860903,0
2018-02-20,1040.35693359375,1059.8548964423342,1036.2781758714962,1050.7027071707757,835351,-0.00984669163290297,-0.7006582007979222,-0.5990608711569517,0
2018-02-21,1049.558837890625,1055.2789109095063,1037.123896545231,1042.246995231554,3572028,0.008844949266679558,-0.07912309384108263,0.4792612807612894,0
2018-02-22,1066.9180908203125,1071.8920679336939,1045.1818351218333,1047.0221823667869,5142330,0.016539571011164655,0.2775130095516594,0.9231645807597063,0
2018-02-23,1075.224365234375,1077.6616863299143,1066.8680612860244,1066.9178496198977,2272854,0.0077852971896617,-0.374182485594492,0.4181298737268192,0
2018-02-26,1099.398193359375,1103.8249844473005,1075.373859446446,1075.373859446446,1817998,0.02248258959396865,-0.4774862268142122,1.2660177642510728,0
2018-02-27,1087.3609619140625,1099.2487161985136,1082.4366527226027,1099.2487161985136,1034120,-0.01094892780251977,-0.6555151635762464,-0.6626489576566155,0
2018-02-28,1084.8741455078125,1089.499846856679,1078.9053732538096,1084.3269594772025,886902,-0.0022870201279550084,-0.6889502950791502,-0.16294286050158105,0
