comNameList,data
Tech Mahindra Limited,"{'comName': 'Tech Mahindra Limited', 'shp': '30-Sep-2025', 'totIssuedShares': '979562303', 'totPromoterHolding': '342699332', 'percPromoterHolding': '    34.98', 'totPublicHolding': '636862971', 'totPromoterShares': '0', 'percPromoterShares': '     0.00', 'percTotShares': '     0.00', 'disclosureFromDate': None, 'numSharesPledged': '6683749', 'totDematShares': '979103200', 'sharesCollateral': '0', 'nbfcPromoShare': '0', 'nbfcNonPromoShare': '0', 'percSharesPledged': '0.68', 'broadcastDt': '31-Oct-2025 16:30:41', 'disclosureToDate': None, 'compBroadcastDate': None, 'noOfPledgeShare': None, 'noOfSecPledgeShare': None}"
