acquirerName,acquirerDate,symbol,noOfShareAcq,noOfShareSale,noOfShareAft,regType,company,application_no,promoterType,acqSaleType,acquisitionMode,acqType,totAcqShare,totAcqDiluted,totSaleShare,totSaleDiluted,totAftShare,totAftDiluted,remarks,attachement,timestamp,time,sysTime,timeDifference
Life Insurance Corporation of India,11-JUL-2023 to 23-OCT-2025,TATACONSUM,19908118,,85544526,Reg29(2),TATA CONSUMER PRODUCTS LIMITED,158788,N,Acquisition,Others,Equity shares,2.01,0,,,8.65,,,https://nsearchives.nseindia.com/corporate/TATACONSUM1_10242025190012_47926.zip,24-Oct-2025 19:00,"24-Oct-2025, 19-00",24-Oct-2025 19:00,00:00:07
Tata Sons Private Ltd,27-AUG-2024 to 27-AUG-2024,TATACONSUM,13297136,,283854264,Reg29(2),TATA CONSUMER PRODUCTS LIMITED,138064,Y,Acquisition,Others,Equity shares,1.34,1.34,,,28.69,28.69,,https://nsearchives.nseindia.com/corporate/TATACONSUM_08302024145428_41819.zip,30-Aug-2024 14:54,"30-Aug-2024, 14-54",30-Aug-2024 14:54,00:00:04
Mitsubishi UFJ Financial Group (MUFG),01-FEB-2024 to 01-FEB-2024,TATACONSUM,,19353949,27173461,Reg29(2),TATA CONSUMER PRODUCTS LIMITED,128153,N,Sale,Others,Equity shares,,-,2.2,2.2,2.85,2.85,,https://nsearchives.nseindia.com/corporate/TATA_02092024174402_2.zip,09-Feb-2024 17:44,"09-Feb-2024, 17-44",09-Feb-2024 17:48,00:03:59
