acquirerName,acquirerDate,symbol,noOfShareAcq,noOfShareSale,noOfShareAft,regType,company,application_no,promoterType,acqSaleType,acquisitionMode,acqType,totAcqShare,totAcqDiluted,totSaleShare,totSaleDiluted,totAftShare,totAftDiluted,remarks,attachement,timestamp,time,sysTime,timeDifference
Life Insurance Corporation of India,29-AUG-2025 to 29-AUG-2025,TCS,566000,,181117256,Reg29(1),Tata Consultancy Services Limited,156456,N,Acquisition,Others,Equity shares,0.02,0,,,5.01,0,,https://nsearchives.nseindia.com/corporate/TCS1_09082025104129_47232.zip,08-Sep-2025 10:41,"08-Sep-2025, 10-41",08-Sep-2025 10:41,00:00:03
Tata Sons Private Limited,19-MAR-2024 to 19-MAR-2024,TCS,,23400000,2595499419,Reg29(2),Tata Consultancy Services Limited,130735,Y,Sale,Open Market,Equity shares,,-,0.65,0.65,71.74,71.74,,https://nsearchives.nseindia.com/corporate/Disclosure4_03212024122927_39719.zip,21-Mar-2024 12:29,"21-Mar-2024, 12-29",21-Mar-2024 17:04,04:34:52
Tata Investments Corporation Ltd,12-DEC-2023 to 12-DEC-2023,TCS,,9747,1004425,Reg29(2),Tata Consultancy Services Limited,125569,Y,Sale,Others,Equity shares,,-,0,0,0.03,0.03,,https://nsearchives.nseindia.com/corporate/TCS_12142023182801_1.zip,14-Dec-2023 18:28,"14-Dec-2023, 18-28",14-Dec-2023 18:30,00:02:02
Tata Sons Private Ltd,12-DEC-2023 to 12-DEC-2023,TCS,,25417698,2618899419,Reg29(2),Tata Consultancy Services Limited,125568,Y,Sale,Others,Equity shares,,-,0.69,0.69,72.38,72.38,,https://nsearchives.nseindia.com/corporate/TCS_12142023182801_1.zip,14-Dec-2023 18:28,"14-Dec-2023, 18-28",14-Dec-2023 18:30,00:02:02
