acquirerName,acquirerDate,symbol,noOfShareAcq,noOfShareSale,noOfShareAft,regType,company,application_no,promoterType,acqSaleType,acquisitionMode,acqType,totAcqShare,totAcqDiluted,totSaleShare,totSaleDiluted,totAftShare,totAftDiluted,remarks,attachement,timestamp,time,sysTime,timeDifference
Nippon India Mutual Fund,13-MAR-2020 to 09-JUN-2025,BEL,,513812,230576652,Reg29(2),Bharat Electronics Limited,152123,N,Sale,Open Market,Equity shares,,-,0.01,0.01,3.15,3.15,,https://nsearchives.nseindia.com/corporate/BEL_06122025172923_45950.zip,12-Jun-2025 17:29,"12-Jun-2025, 17-29",12-Jun-2025 17:29,00:00:04
SBICAP Trustee Company Limited,27-MAR-2024 to 27-MAR-2024,BEL,,36500,0,Reg29(2),Bharat Electronics Limited,131315,N,Sale,Others,Equity shares,,-,0.02,0.02,0,0,,https://nsearchives.nseindia.com/corporate/BEL_04012024153539_39894.zip,01-Apr-2024 15:35,"01-Apr-2024, 15-35",01-Apr-2024 15:38,00:02:26
