comNameList,data
Maruti Suzuki India Limited,"{'comName': 'Maruti Suzuki India Limited', 'shp': '30-Sep-2025', 'totIssuedShares': '314402574', 'totPromoterHolding': '183246476', 'percPromoterHolding': '    58.28', 'totPublicHolding': '131156098', 'totPromoterShares': '0', 'percPromoterShares': '     0.00', 'percTotShares': '     0.00', 'disclosureFromDate': None, 'numSharesPledged': '1097481', 'totDematShares': '314402234', 'sharesCollateral': '0', 'nbfcPromoShare': '0', 'nbfcNonPromoShare': '0', 'percSharesPledged': '0.35', 'broadcastDt': '31-Oct-2025 16:30:35', 'disclosureToDate': None, 'compBroadcastDate': None, 'noOfPledgeShare': None, 'noOfSecPledgeShare': None}"
