comNameList,data
Grasim Industries Limited,"{'comName': 'Grasim Industries Limited', 'shp': '30-Sep-2025', 'totIssuedShares': '680580576', 'totPromoterHolding': '295522253', 'percPromoterHolding': '    43.42', 'totPublicHolding': '385058323', 'totPromoterShares': '0', 'percPromoterShares': '     0.00', 'percTotShares': '     0.00', 'disclosureFromDate': None, 'numSharesPledged': '20894111', 'totDematShares': '677044141', 'sharesCollateral': '0', 'nbfcPromoShare': '0', 'nbfcNonPromoShare': '0', 'percSharesPledged': '3.09', 'broadcastDt': '31-Oct-2025 16:30:26', 'disclosureToDate': None, 'compBroadcastDate': '29-06-2017', 'noOfPledgeShare': None, 'noOfSecPledgeShare': None}"
