acquirerName,acquirerDate,symbol,noOfShareAcq,noOfShareSale,noOfShareAft,regType,company,application_no,promoterType,acqSaleType,acquisitionMode,acqType,totAcqShare,totAcqDiluted,totSaleShare,totSaleDiluted,totAftShare,totAftDiluted,remarks,attachement,timestamp,time,sysTime,timeDifference
Life Insurance Corporation of India,06-JUN-2023 to 15-SEP-2025,TECHM,19628171,,106186709,Reg29(2),Tech Mahindra Limited,157413,N,Acquisition,Others,Equity shares,2,0,,,10.84,0,,https://nsearchives.nseindia.com/corporate/TECHM1_09162025170155_47509.zip,16-Sep-2025 17:01,"16-Sep-2025, 17-01",16-Sep-2025 17:01,00:00:04
Mitsubishi UFJ Financial Group (MUFG) along with PAC,19-SEP-2024 to 19-SEP-2024,TECHM,,20035872,28988125,Reg29(2),Tech Mahindra Limited,139712,N,Sale,Others,Equity shares,,-,2.05,2.05,2.96,2.96,,https://nsearchives.nseindia.com/corporate/Disclosure11_09252024124007_42309.zip,25-Sep-2024 12:40,"25-Sep-2024, 12-40",25-Sep-2024 12:40,00:00:03
