acquirerName,acquirerDate,symbol,noOfShareAcq,noOfShareSale,noOfShareAft,regType,company,application_no,promoterType,acqSaleType,acquisitionMode,acqType,totAcqShare,totAcqDiluted,totSaleShare,totSaleDiluted,totAftShare,totAftDiluted,remarks,attachement,timestamp,time,sysTime,timeDifference
Life Insurance Corporation of India,28-JUL-2022 to 30-APR-2025,TATASTEEL,251266188,,980051078,Reg29(2),Tata Steel Limited,150348,N,Acquisition,Others,Equity shares,2.01,0,,,100.91,0,,https://nsearchives.nseindia.com/corporate/tata_05052025114203_45430.zip,05-May-2025 11:42,"05-May-2025, 11-42",05-May-2025 11:42,00:00:04
