acquirerName,acquirerDate,symbol,noOfShareAcq,noOfShareSale,noOfShareAft,regType,company,application_no,promoterType,acqSaleType,acquisitionMode,acqType,totAcqShare,totAcqDiluted,totSaleShare,totSaleDiluted,totAftShare,totAftDiluted,remarks,attachement,timestamp,time,sysTime,timeDifference
SBICAP Trustee Company ltd,29-AUG-2025 to 29-AUG-2025,HDFCBANK,126178,,252356,Reg29(2),HDFC Bank Limited,156573,N,Acquisition,Others,Equity shares,0,0,,,0,0,,https://nsearchives.nseindia.com/corporate/HDFCBANK_09082025112538_47270.zip,08-Sep-2025 11:25,"08-Sep-2025, 11-25",08-Sep-2025 11:25,00:00:04
SBICAP Trustee Company ltd,29-AUG-2025 to 29-AUG-2025,HDFCBANK,126178,,252356,Reg29(2),HDFC Bank Limited,156501,N,Acquisition,Others,Equity shares,0,0,,,0,0,,https://nsearchives.nseindia.com/corporate/HDFCBANK_09082025105902_47247.zip,08-Sep-2025 10:59,"08-Sep-2025, 10-59",08-Sep-2025 10:59,00:00:03
SBI Mutual Fund under its various schemes,19-JUN-2024 to 19-JUN-2024,HDFCBANK,4518112,,381667040,Reg29(1),HDFC Bank Limited,134581,N,Acquisition,Others,Equity shares,0.06,0,,,5.01,0,,https://nsearchives.nseindia.com/corporate/HDFCBANK_07232024204947_40847.zip,23-Jul-2024 20:49,"23-Jul-2024, 20-49",23-Jul-2024 20:49,00:00:04
SBI Trustee Company Ltd,13-MAR-2024 to 13-MAR-2024,HDFCBANK,126178,,126178,Reg29(1),HDFC Bank Limited,130351,N,Acquisition,Others,Equity shares,0,0,,,0,0,,https://nsearchives.nseindia.com/corporate/HDFCBANK_03202024132846_39599.zip,20-Mar-2024 13:28,"20-Mar-2024, 13-28",20-Mar-2024 20:26,06:57:18
