comNameList,data
JSW Steel Limited,"{'comName': 'JSW Steel Limited', 'shp': '30-Sep-2025', 'totIssuedShares': '2445453966', 'totPromoterHolding': '1111110411', 'percPromoterHolding': '    45.44', 'totPublicHolding': '1334343555', 'totPromoterShares': '138184581', 'percPromoterShares': '    12.44', 'percTotShares': '     5.65', 'disclosureFromDate': None, 'numSharesPledged': '190689597', 'totDematShares': '2436536598', 'sharesCollateral': '0', 'nbfcPromoShare': '0', 'nbfcNonPromoShare': '0', 'percSharesPledged': '7.83', 'broadcastDt': '31-Oct-2025 16:30:37', 'disclosureToDate': None, 'compBroadcastDate': '31-07-2018', 'noOfPledgeShare': None, 'noOfSecPledgeShare': None}"
