Stock,TranAD_Score,GraphSAGE_Anomaly,MTAD_Anomaly,Net_Sentiment,TRANAD_Scaled,GraphSAGE_Scaled,MTAD_Scaled,FinBERT_Risk,Suspicious_Score
BHARTIARTL,0.5063089479625847,0.6330161068849309,0.098254012400781,-0.741526156218228,0.5340909090909091,0.6330161068849309,0.6983603304554644,0.8843965520115339,0.6606488813868747
BAJFINANCE,0.5063089479625847,0.8672014746565907,0.0667222285111403,-0.6699861174115276,0.5340909090909091,0.8672014746565907,0.4742417781545436,0.8080477720437521,0.6405073406443462
SHRIRAMFIN,0.5063089479625847,0.6852433309449851,0.0691355676045199,-0.6245298746141462,0.5340909090909091,0.6852433309449851,0.49139507546599537,0.7595360751340451,0.5928870393734244
HDFCBANK,0.5063089479625847,0.6702318895505781,0.0734830606528609,-0.5806612679164476,0.5340909090909091,0.6702318895505781,0.522295764483232,0.7127187312225396,0.5913817841432678
HINDUNILVR,0.5063089479625847,1.0,0.0742119082614088,0.087167683789645,0.5340909090909091,1.0,0.5274761967558702,0.0,0.5684701317540337
KOTAKBANK,0.5063089479625847,0.7509375627183478,0.0598257597712741,-0.4862517453574533,0.5340909090909091,0.7509375627183478,0.4252237271816913,0.6119632384250591,0.5673232673251258
TITAN,0.5063089479625847,0.6852433309449851,0.0627594512011068,-0.4653047160154102,0.5340909090909091,0.6852433309449851,0.44607553431232866,0.5896082025473803,0.5538019961393247
LT,0.5063089479625847,0.7659445028999137,0.050613747190411,-0.3300718748577606,0.5340909090909091,0.7659445028999137,0.35974747849792443,0.4452853505307509,0.5264304445812411
RELIANCE,0.5063089479625847,0.6852433309449851,0.0409053846974456,-0.5733294764862733,0.5340909090909091,0.6852433309449851,0.2907433220965227,0.7048941152451211,0.524495219379244
DRREDDY,0.5063089479625847,0.7579867154428723,0.0516044007031634,-0.2449280363197605,0.5340909090909091,0.7579867154428723,0.3667887493593181,0.354418357688957,0.5129233300491298
