Stock,TranAD_Score,GraphSAGE_Anomaly,MTAD_Anomaly,Net_Sentiment,TRANAD_Scaled,GraphSAGE_Scaled,MTAD_Scaled,FinBERT_Risk,Suspicious_Score
TECHM,0.5063089479625847,0.6330161068849309,0.0314277558455961,-0.2092616617834061,0.5340909090909091,0.6330161068849309,0.2233791518689133,0.3163545793188848,0.43294823190701215
NESTLEIND,0.5063089479625847,0.0,0.0999386560894406,-0.1161098697634342,0.5340909090909091,0.0,0.7103342773138697,0.21694135853836582,0.4058687597021885
ADANIPORTS,0.5063089479625847,0.0,0.0658853284239692,-0.4863712543317087,0.5340909090909091,0.0,0.46829334096450803,0.612090780491457,0.39252889209034364
ICICIBANK,0.5063089479625847,0.0,0.0675043370879371,-0.4230308255416011,0.5340909090909091,0.0,0.47980077356651646,0.5444927676663938,0.3858414199471867
WIPRO,0.5063089479625847,0.3767601468948236,0.0462255487884767,-0.1094785653638488,0.5340909090909091,0.3767601468948236,0.3285574679202534,0.20986431456483212,0.3844641970117795
MARUTI,0.5063089479625847,0.0,0.0379212585670614,-0.7180611259431317,0.5340909090909091,0.0,0.269533040097705,0.859354261522269,0.3699903239849246
INDIGO,0.5063089479625847,0.0,0.0895502154530746,0.0,0.5340909090909091,0.0,0.6364963275094719,0.093026875872109,0.3651302023609307
NTPC,0.5063089479625847,0.0,0.0437184674065265,-0.5915642576633708,0.5340909090909091,0.0,0.3107378782709704,0.724354592469806,0.36210182507903477
ITC,0.5063089479625847,0.0,0.0439400717398616,-0.4697787624127938,0.5340909090909091,0.0,0.31231297603722746,0.5943829830710876,0.3430786129991041
HINDALCO,0.5063089479625847,0.0,0.0504419857647965,-0.3636066347023014,0.5340909090909091,0.0,0.3585266493122179,0.48107423244009984,0.33994640238695306
SBILIFE,0.5063089479625847,0.0,0.055944816262048,-0.2758127160482866,0.5340909090909091,0.0,0.39763913368410725,0.3873790277738577,0.33762586699858355
SUNPHARMA,0.5063089479625847,0.0,0.0334828178620842,-0.5376832984682804,0.5340909090909091,0.0,0.23798592215618652,0.6668518909524889,0.331650833017002
POWERGRID,0.5063089479625847,0.0,0.042672457209704,-0.3683081931003871,0.5340909090909091,0.0,0.30330314854478835,0.48609181774797217,0.32413198995290504
TCS,0.5063089479625847,0.0,0.033857593037373,-0.4677989406397187,0.5340909090909091,0.0,0.240649712762453,0.5922700826666532,0.32126269895600656
ONGC,0.5063089479625847,0.0,0.0235124855416451,-0.5977132527064339,0.5340909090909091,0.0,0.1671197620481307,0.7309169074670665,0.32000073746177193
TATASTEEL,0.5063089479625847,0.0,0.0423572525813879,-0.2701345756886301,0.5340909090909091,0.0,0.3010627676889509,0.38131921712548844,0.3077439856027812
COALINDIA,0.5063089479625847,0.0,0.0409416343266594,-0.2451553907707955,0.5340909090909091,0.0,0.2910009736917917,0.3546609943333635,0.3007267139848147
AXISBANK,0.5063089479625847,0.0,0.0263747961593933,-0.3683423726120132,0.5340909090909091,0.0,0.18746421557256435,0.48612829472025343,0.28938578160708006
EICHERMOT,0.5063089479625847,0.0,0.027238566125172,-0.3073538774895448,0.5340909090909091,0.0,0.19360363587713325,0.4210403066181929,0.2814644094831416
BEL,0.5063089479625847,0.0,0.0452334783944577,0.0,0.5340909090909091,0.0,0.32150612628774944,0.093026875872109,0.2706331419944139
NIMISHA BAJAJ FAMILY TRUST,0.0,0.8268519543217734,0.0,0.0,0.0,0.8268519543217734,0.0,0.093026875872109,0.2206670199612597
NEELIMA BAJAJ FAMILY TRUST,0.0,0.8268519543217734,0.0,0.0,0.0,0.8268519543217734,0.0,0.093026875872109,0.2206670199612597
LATE MADHUR BAJAJ,0.0,0.8268519543217734,0.0,0.0,0.0,0.8268519543217734,0.0,0.093026875872109,0.2206670199612597
KUMUD BAJAJ,0.0,0.8268519543217734,0.0,0.0,0.0,0.8268519543217734,0.0,0.093026875872109,0.2206670199612597
BHARTI AIRTEL EMPLOYEES WELFARE TRUST,0.0,0.6703727672259594,0.0,0.0,0.0,0.6703727672259594,0.0,0.093026875872109,0.1815472231873062
RIYA VARMA,0.0,0.6703727672259594,0.0,0.0,0.0,0.6703727672259594,0.0,0.093026875872109,0.1815472231873062
RAJNIKANT A. SHAH,0.0,0.6703727672259594,0.0,0.0,0.0,0.6703727672259594,0.0,0.093026875872109,0.1815472231873062
RAVI SHANKAR,0.0,0.6703727672259594,0.0,0.0,0.0,0.6703727672259594,0.0,0.093026875872109,0.1815472231873062
VEDL,0.5063089479625847,0.0,0.0,0.0,0.5340909090909091,0.0,0.0,0.093026875872109,0.17418130410808907
SUMMARY,0.0,0.0,0.0727272727272727,0.0,0.0,0.0,0.5169238484406071,0.093026875872109,0.16903118591299848
BIRLA GROUP HOLDINGS PRIVATE LIMITED,0.0,0.6105894280397247,0.0,0.0,0.0,0.6105894280397247,0.0,0.093026875872109,0.16660138839074753
ADVAITESHA BIRLA,0.0,0.5941876050165668,0.0,0.0,0.0,0.5941876050165668,0.0,0.093026875872109,0.16250093263495805
TATAMOTORS,0.5061071162386498,0.0,0.0252323912368947,-0.3934511911267589,0.045454545454545456,0.0,0.17934434077360165,0.5129248647530578,0.1443783955814028
-,0.0,0.5214864427155819,0.0,0.0,0.0,0.5214864427155819,0.0,0.093026875872109,0.14432564205971182
SANDEEP KUMAR,0.0,0.5130020256463281,0.0,0.0,0.0,0.5130020256463281,0.0,0.093026875872109,0.1422045377923984
JAMNAGAR UTILITIES & POWER PRIVATE LIMITED,0.0,0.5006780333814088,0.0,0.0,0.0,0.5006780333814088,0.0,0.093026875872109,0.13912353972616856
LEEMA KURIYAKKU THARAKAN,0.0,0.5006780333814088,0.0,0.0,0.0,0.5006780333814088,0.0,0.093026875872109,0.13912353972616856
SIKKA PORTS & TERMINALS LIMITED,0.0,0.5006780333814088,0.0,0.0,0.0,0.5006780333814088,0.0,0.093026875872109,0.13912353972616856
ANURADHA SETHURAMAN,0.0,0.5006780333814088,0.0,0.0,0.0,0.5006780333814088,0.0,0.093026875872109,0.13912353972616856
MAXHEALTH,0.505647749577433,0.0,0.0552684139065265,0.0,0.022727272727272728,0.0,0.3928314666893383,0.093026875872109,0.13862165320579967
BAJAJ ALLIANZ LIFE INSURANCE CO. LTD.,0.0,0.484034333165004,0.0,0.0,0.0,0.484034333165004,0.0,0.093026875872109,0.13496261467206735
AMISHA JAIN,0.0,0.484034333165004,0.0,0.0,0.0,0.484034333165004,0.0,0.093026875872109,0.13496261467206735
BAJAJ FINSERV LIMITED,0.0,0.484034333165004,0.0,0.0,0.0,0.484034333165004,0.0,0.093026875872109,0.13496261467206735
MAHARASHTRA SCOOTERS LIMITED,0.0,0.484034333165004,0.0,0.0,0.0,0.484034333165004,0.0,0.093026875872109,0.13496261467206735
MADHUR BAJAJ (A/C KUMUD NIMISHA FAMILY TRUST),0.0,0.484034333165004,0.0,0.0,0.0,0.484034333165004,0.0,0.093026875872109,0.13496261467206735
MADHUR BAJAJ (A/C KUMUD NEELIMA FAMILY TRUST),0.0,0.484034333165004,0.0,0.0,0.0,0.484034333165004,0.0,0.093026875872109,0.13496261467206735
BFL EMPLOYEE WELFARE TRUST,0.0,0.484034333165004,0.0,0.0,0.0,0.484034333165004,0.0,0.093026875872109,0.13496261467206735
BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD.,0.0,0.484034333165004,0.0,0.0,0.0,0.484034333165004,0.0,0.093026875872109,0.13496261467206735
POOJA KALANI,0.0,0.484034333165004,0.0,0.0,0.0,0.484034333165004,0.0,0.093026875872109,0.13496261467206735
RAJEEV JAIN,0.0,0.484034333165004,0.0,0.0,0.0,0.484034333165004,0.0,0.093026875872109,0.13496261467206735
ANUSHA JAIN JOINTLY WITH DINESH JAIN,0.0,0.4382942584752696,0.0,0.0,0.0,0.4382942584752696,0.0,0.093026875872109,0.12352759599963375
SANLAM LIFE INSURANCE LIMITED,0.0,0.4382942584752696,0.0,0.0,0.0,0.4382942584752696,0.0,0.093026875872109,0.12352759599963375
VRUNDA BHASKAR,0.0,0.4382942584752696,0.0,0.0,0.0,0.4382942584752696,0.0,0.093026875872109,0.12352759599963375
RENU JAIN JOINTLY WITH DINESH JAIN,0.0,0.4382942584752696,0.0,0.0,0.0,0.4382942584752696,0.0,0.093026875872109,0.12352759599963375
TITAN EMPLOYEE STOCK OPTION TRUST,0.0,0.4382942584752696,0.0,0.0,0.0,0.4382942584752696,0.0,0.093026875872109,0.12352759599963375
ANUSHA JAIN,0.0,0.4382942584752696,0.0,0.0,0.0,0.4382942584752696,0.0,0.093026875872109,0.12352759599963375
SHOBHA AGARWAL,0.0,0.4382942584752696,0.0,0.0,0.0,0.4382942584752696,0.0,0.093026875872109,0.12352759599963375
SHOBHA AGARWAL,0.0,0.4382942584752696,0.0,0.0,0.0,0.4382942584752696,0.0,0.093026875872109,0.12352759599963375
SHRIRAM OWNERSHIP TRUST,0.0,0.4382942584752696,0.0,0.0,0.0,0.4382942584752696,0.0,0.093026875872109,0.12352759599963375
SHRIRAM VALUE SERVICES LIMITED,0.0,0.4382942584752696,0.0,0.0,0.0,0.4382942584752696,0.0,0.093026875872109,0.12352759599963375
BHASKAR BHAT,0.0,0.4382942584752696,0.0,0.0,0.0,0.4382942584752696,0.0,0.093026875872109,0.12352759599963375
DIPALI AJAY KEER,0.0,0.4382942584752696,0.0,0.0,0.0,0.4382942584752696,0.0,0.093026875872109,0.12352759599963375
PADMA SANZGIRI,0.0,0.3875548057133272,0.0,0.0,0.0,0.3875548057133272,0.0,0.093026875872109,0.11084273280914815
AMIT DHOOT,0.0,0.3875548057133272,0.0,0.0,0.0,0.3875548057133272,0.0,0.093026875872109,0.11084273280914815
MAZHER TOPIWALA,0.0,0.3875548057133272,0.0,0.0,0.0,0.3875548057133272,0.0,0.093026875872109,0.11084273280914815
DEEPA DEY,0.0,0.3875548057133272,0.0,0.0,0.0,0.3875548057133272,0.0,0.093026875872109,0.11084273280914815
R SINDHU,0.0,0.3875548057133272,0.0,0.0,0.0,0.3875548057133272,0.0,0.093026875872109,0.11084273280914815
SEETHARAM NP,0.0,0.3875548057133272,0.0,0.0,0.0,0.3875548057133272,0.0,0.093026875872109,0.11084273280914815
SAIRAM SUBRAMANIAN,0.0,0.3875548057133272,0.0,0.0,0.0,0.3875548057133272,0.0,0.093026875872109,0.11084273280914815
GAJENDRA PAL SINGH,0.0,0.3875548057133272,0.0,0.0,0.0,0.3875548057133272,0.0,0.093026875872109,0.11084273280914815
GERARD ANTHUAN FRANCIS IRUDAYARAJ,0.0,0.3875548057133272,0.0,0.0,0.0,0.3875548057133272,0.0,0.093026875872109,0.11084273280914815
TASNIM MAZHER TOPIWALA,0.0,0.3875548057133272,0.0,0.0,0.0,0.3875548057133272,0.0,0.093026875872109,0.11084273280914815
SARITA PRAKASH,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
MADHUR SECURITIES PRIVATE LIMITED,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
BAJAJ FINSERV ESOP TRUST,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
NIRAJ BAJAJ,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
BAJAJ SEVASHRAM PRIVATE LIMITED,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
SHEKHAR HOLDINGS PRIVATE LIMITED,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
LATE SUNAINA KEJRIWAL,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
JAMNALAL SONS PRIVATE LIMITED,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
SHEETAL BAJAJ,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
KAMALNAYAN INVESTMENT & TRADING PRIVATE LIMITED,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
MADHUR BAJAJ,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
RAJIVNAYAN BAJAJ,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
KUMUD NIMISHA FAMILY TRUST,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
KUMUD NEELIMA FAMILY TRUST,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
RUPA EQUITIES PRIVATE LIMITED,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
RISHAB FAMILY TRUST RAJIVNAYAN BAJAJ,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
BAJAJ HOLDINGS & INVESTMENT LIMITED,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
BACHHRAJ AND COMPANY PRIVATE LIMITED,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
NIMISHA JAIPURIA,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
SUNAINA KEJRIWAL,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
NIRAV TRUST,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
MANISH KEJRIWAL,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
ARYAMAN FAMILY TRUST MANISH KEJRIWAL,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
ARYAMAN FAMILY TRUST,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
NIRVAAN FAMILY TRUST,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
RAHUL SECURITIES PRIVATE LIMITED,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
BACHHRAJ & COMPANY PRIVATE LIMITED,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
DEEPA BAJAJ,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
NIRVAAN FAMILY TRUST SUNAINA KEJRIWAL,0.0,0.1570081633167759,0.0,0.0,0.0,0.1570081633167759,0.0,0.093026875872109,0.05320607221001032
LOPA RUPAREL,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
VIKAS PANDEY,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
LOPA SURESH RUPAREL,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
AMIT JAGDHARI,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
RUSHABH GALA,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
SARIKA MAHAJAN,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
DEBAJEET DAS,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
SANTOSH HALDANKAR,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
RINKOO SOMANI,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
CHAKRAPANI VENKATACHARI,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
SHARAD SOLANKI,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
CHAKRAPANI VENKATACHARI,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
SHRIRAM IYER,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
SANDEEP JHAWAR,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
HDFC ERGO GENERAL INSURANCE COMPANY LIMITED,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
AJAY KAPOOR,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
DEEP KARANI,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
MAHAK GARG,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
SANDEP JHAWAR,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
LOPA RUPAREL,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
HARSH GUPTA,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
SREEDHARAN MO,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
NEETHI ROHIT,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
AUGUSTINE QUADROS,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
ASHESH KUMAR,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
AUGUSTINE S QUADROS,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
ANAND BHAT,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
ARVIND KAPIL,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
ARVIND KAPIL,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
KAVITA PATKI,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
MULBAGAL VIJAYA KRISHNA,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
NASIR KHAN,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
SUJATA MISHRA,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
SREEDHARAN M O,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
SUSANTA BAISHYA,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
SNEHAL REMBALKAR,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
SUJATHA MOHAN,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
VAISHALI VYAS,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
RAJINDER BABBAR,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
KIRAN JHAWAR,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
ANKIT NITIN ANJARIA,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
ANITA IYER,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
BENJAMIN FRANK,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
ANKIT ANJARIA,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
VIJAY MULBAGAL,0.0,0.137916696771518,0.0,0.0,0.0,0.137916696771518,0.0,0.093026875872109,0.04843320557369585
JSW STEEL EMPLOYEES WELFARE TRUST ? JSWSL OPJ SAMRUDDHI PLAN 2021 A/C,0.0,0.1007420247108407,0.0,0.0,0.0,0.1007420247108407,0.0,0.093026875872109,0.039139537558526526
NARENDRA BHAT,0.0,0.1007420247108407,0.0,0.0,0.0,0.1007420247108407,0.0,0.093026875872109,0.039139537558526526
JSW STEEL EMPLOYEES WELFARE TRUST ?  ESOP PLAN 2016 A/C,0.0,0.1007420247108407,0.0,0.0,0.0,0.1007420247108407,0.0,0.093026875872109,0.039139537558526526
JSW STEEL EMPLOYEES WELFARE TRUST ? OPJ ESOP PLAN 2021 A/C,0.0,0.1007420247108407,0.0,0.0,0.0,0.1007420247108407,0.0,0.093026875872109,0.039139537558526526
S RAMKUMAR,0.0,0.1007420247108407,0.0,0.0,0.0,0.1007420247108407,0.0,0.093026875872109,0.039139537558526526
SUNDER T,0.0,0.1007420247108407,0.0,0.0,0.0,0.1007420247108407,0.0,0.093026875872109,0.039139537558526526
JSW STEEL EMPLOYEES WELFARE TRUST ?  OPJ ESOP PLAN 2021 A/C,0.0,0.1007420247108407,0.0,0.0,0.0,0.1007420247108407,0.0,0.093026875872109,0.039139537558526526
ABHISHEK MUKHERJEE,0.0,0.1007420247108407,0.0,0.0,0.0,0.1007420247108407,0.0,0.093026875872109,0.039139537558526526
JSW STEEL EMPLOYEES WELFARE TRUST ? JSWSL OPJ SAMRUDDHI PLAN  2021 A/C,0.0,0.1007420247108407,0.0,0.0,0.0,0.1007420247108407,0.0,0.093026875872109,0.039139537558526526
JSW STEEL EMPLOYEES WELFARE TRUST ? ESOP PLAN  2016 A/C,0.0,0.1007420247108407,0.0,0.0,0.0,0.1007420247108407,0.0,0.093026875872109,0.039139537558526526
JSW STEEL EMPLOYEES WELFARE TRUST ?  ESOP  PLAN 2016 A/C,0.0,0.1007420247108407,0.0,0.0,0.0,0.1007420247108407,0.0,0.093026875872109,0.039139537558526526
JSW STEEL EMPLOYEES WELFARE TRUST ? ESOP PLAN 2016 A/C,0.0,0.1007420247108407,0.0,0.0,0.0,0.1007420247108407,0.0,0.093026875872109,0.039139537558526526
JSW STEEL EMPLOYEES WELFARE TRUST ? JSWSL OPJ SAMRUDDHI  PLAN 2021 A/C,0.0,0.1007420247108407,0.0,0.0,0.0,0.1007420247108407,0.0,0.093026875872109,0.039139537558526526
PRAVEEN KV,0.0,0.1007420247108407,0.0,0.0,0.0,0.1007420247108407,0.0,0.093026875872109,0.039139537558526526
JSW STEEL EMPLOYEES WELFARE TRUST ? ESOP PLAN 2016  A/C,0.0,0.1007420247108407,0.0,0.0,0.0,0.1007420247108407,0.0,0.093026875872109,0.039139537558526526
JSW STEEL EMPLOYEES WELFARE TRUST ? JSWSL OPJ ESOP PLAN 2021 A/C,0.0,0.1007420247108407,0.0,0.0,0.0,0.1007420247108407,0.0,0.093026875872109,0.039139537558526526
