acquirerName,acquirerDate,symbol,noOfShareAcq,noOfShareSale,noOfShareAft,regType,company,application_no,promoterType,acqSaleType,acquisitionMode,acqType,totAcqShare,totAcqDiluted,totSaleShare,totSaleDiluted,totAftShare,totAftDiluted,remarks,attachement,timestamp,time,sysTime,timeDifference
Shriram Capital Pvt Ltd along with PAC,28-MAR-2024 to 28-MAR-2024,SHRIRAMFIN,0.0,,95516276,Reg29(2),Shriram Finance Limited,131564,Y,Acquisition,Open Market,Equity shares,0.0,0,,,25.43,25.43,,https://nsearchives.nseindia.com/corporate/SHRIRAMFIN29_04032024202120_39954.zip,03-Apr-2024 20:21,"03-Apr-2024, 20-21",03-Apr-2024 20:24,00:02:44
Shriram Value Services Ltd,22-MAR-2024 to 22-MAR-2024,SHRIRAMFIN,7778000.0,,20771461,Reg29(2),Shriram Finance Limited,131110,Y,Both,Open Market,Equity shares,2.07,2.07,,,9.16,9.16,,https://nsearchives.nseindia.com/corporate/SHRIRAMFIN1_03262024201751_39828.zip,26-Mar-2024 20:17,"26-Mar-2024, 20-17",26-Mar-2024 20:20,00:02:14
The Monetary Authority of Singapore,22-MAR-2024 to 22-MAR-2024,SHRIRAMFIN,47645.0,,3833233,Reg29(2),Shriram Finance Limited,131096,N,Acquisition,Open Market,Equity shares,0.01,.01,,,1.01,1.02,,https://nsearchives.nseindia.com/corporate/SHRIRAMFIN_03262024201600_39826.zip,26-Mar-2024 20:16,"26-Mar-2024, 20-16",26-Mar-2024 20:18,00:02:07
"T. Rowe Price Associates, Inc.",15-DEC-2023 to 15-DEC-2023,SHRIRAMFIN,,367578.0,12798809,Reg29(2),Shriram Finance Limited,125990,N,Sale,Open Market,Equity shares,,-,0.11,0.0,3.4,0.0,,https://nsearchives.nseindia.com/corporate/SHRIRAMFIN_12222023180202_1.zip,22-Dec-2023 18:02,"22-Dec-2023, 18-02",22-Dec-2023 18:06,00:04:00
Funds under the management of FMR LLC and its direct and indirect subsidiaries and FIL Limited and its direct and indirect subsidiries,16-JAN-2023 to 14-DEC-2023,SHRIRAMFIN,,7567741.0,12210925,Reg29(2),Shriram Finance Limited,125717,N,Sale,Open Market,Equity shares,,-,2.03,0.0,3.25,0.0,,https://nsearchives.nseindia.com/corporate/SHRIRAMFIN1.zip,18-Dec-2023 17:00,"18-Dec-2023, 17-00",18-Dec-2023 17:04,00:04:00
