Timestamp,Close,Anomaly_Score,Anomaly_Label
0,687.7122192382812,0.5745071229516849,0
1,673.5547485351562,0.4792603548243223,0
2,678.8638305664062,0.5971532807151039,0
3,689.7767333984375,0.7284544784612038,0
4,690.1207885742188,0.4648769937914996,0
5,692.2838745117188,0.4648794564576229,0
6,705.1630859375,0.7368819223261087,0
7,699.608154296875,0.6151152093729363,0
8,691.9397583007812,0.42957884210975716,0
9,689.9241943359375,0.5813840065378947,0
10,704.6715087890625,0.43048734607813066,0
11,689.0394287109375,0.4301405369644615,0
12,693.3652954101562,0.5362943407349051,0
13,695.8722534179688,0.21300796330133032,0
14,699.5099487304688,0.24126232512304507,0
15,702.6068115234375,0.4156568706138541,0
16,704.8189697265625,0.3480753319498364,0
17,690.7598876953125,0.547137099889291,0
18,670.5562133789062,0.3637963886718184,0
19,670.359619140625,0.2881544447997063,0
20,656.6447143554688,0.7198473153382331,0
21,649.516845703125,0.46613355492701963,0
22,696.7571411132812,0.5101292307031886,0
23,706.1953735351562,0.2862877720679815,0
24,683.3370971679688,0.4183425913212226,0
25,683.5338134765625,0.5166383884564799,0
26,701.6728515625,0.3273509633866546,0
27,702.950927734375,0.5563547027518508,0
28,697.93701171875,0.40990419651217924,0
29,674.2430419921875,0.4562459375310085,0
30,670.7529296875,0.4097440081655905,0
31,670.900390625,0.7778417276763406,1
32,677.6348876953125,0.4979754162893099,0
33,673.7022705078125,0.34134336065661497,0
34,663.2809448242188,0.6233817368154784,0
35,664.1165771484375,0.3168734525043467,0
36,654.9733276367188,0.5313295392507134,0
37,664.3131713867188,0.2060494814180337,0
38,670.7037353515625,0.3007720926652354,0
39,677.8316040039062,0.5295291853803685,0
40,682.79638671875,0.6107699869993115,0
41,678.3722534179688,0.5257052421784956,0
42,661.21630859375,0.4826527576417639,0
43,644.0111694335938,0.4548344456616067,0
44,641.6024780273438,0.2782217014448859,0
45,642.290771484375,0.3920233687407937,0
46,659.0042724609375,0.4309041843560319,0
47,667.115234375,0.6585683339328373,0
48,666.0828247070312,0.5515427434352692,0
49,662.7894287109375,0.2355439766955899,0
50,663.6249389648438,0.5486125954092193,0
51,657.1853637695312,0.44223765793755254,0
52,662.7401123046875,0.3984616999541062,0
53,675.0294799804688,0.5917514433261302,0
54,661.560546875,0.6546499283743926,0
55,653.6953125,0.6396920178674298,0
56,653.3019409179688,0.37411737151660424,0
57,651.9255981445312,0.45361814362231784,0
58,661.609619140625,0.5496895147105346,0
59,666.8202514648438,0.6463317690683539,0
60,672.3750610351562,0.4281238643232065,0
61,670.5015869140625,0.4721511535004274,0
62,670.4522705078125,0.33404975389909575,0
63,665.5713500976562,0.3205690063878994,0
64,670.1565551757812,0.6218788733591297,0
65,669.2197265625,0.7034360042856235,0
66,685.9822387695312,0.48919848176294994,0
67,708.9568481445312,0.6505299346838036,0
68,709.006103515625,0.5542454037571451,0
69,701.7095336914062,0.40323203680923136,0
70,698.9979248046875,0.554209340826262,0
71,711.3233032226562,0.7307054849698954,0
72,711.27392578125,0.4946260941335073,0
73,712.8023071289062,0.7346965483721009,0
74,706.146728515625,0.10703823438653837,0
75,706.9354248046875,0.6232853756562836,0
76,735.5796508789062,0.5130570602357257,0
77,755.3988647460938,0.4551488974301199,0
78,752.1450805664062,0.5137641164803254,0
79,748.2501831054688,0.2018646628098661,0
80,732.7201538085938,0.4670492168243732,0
81,736.1219482421875,0.5535668857267619,0
82,721.775146484375,0.7216841067112274,0
83,692.2928466796875,0.4222594672589529,0
84,693.7719116210938,0.37872595956602184,0
85,692.6380004882812,0.42473644346231954,0
86,690.1729736328125,0.6373103176553111,0
87,703.7800903320312,0.5493126664489527,0
88,688.5460205078125,0.4205359694349442,0
89,681.495849609375,0.5769901149670034,0
90,669.4169311523438,0.5145616324022061,0
91,658.3240966796875,0.6452967485799334,0
92,660.3455200195312,0.39469203591839713,0
93,655.9083251953125,0.4508506780103348,0
94,646.048095703125,0.44118377703017636,0
95,650.731689453125,0.2804727577801822,0
96,669.5648193359375,0.5444180415596864,0
97,668.8253173828125,0.5391582908269834,0
98,674.2977905273438,0.5007670184963692,0
99,675.7767944335938,0.46481192999372795,0
100,685.5878295898438,0.2876943886924379,0
101,684.601806640625,0.43690320158519613,0
102,680.1647338867188,0.4485928225209846,0
103,666.5574340820312,0.3796584096167572,0
104,650.830322265625,0.47580714325009865,0
105,655.711181640625,0.5606076285221807,0
106,673.5582275390625,0.7829278851815795,1
107,682.333984375,0.5261866719247759,0
108,682.6790771484375,0.5386325586084146,0
109,702.547607421875,0.4888331126350749,0
110,709.8442993164062,0.2121843177051438,0
111,692.4407348632812,0.49602291868261744,0
112,680.2633666992188,0.509034531491154,0
113,662.4161987304688,0.8694863168727929,1
114,662.4653930664062,0.4711458552828316,0
115,664.0431518554688,0.5452321013500419,0
116,666.754638671875,0.4947932345442135,0
117,666.01513671875,0.3246982943570702,0
118,675.6289672851562,0.671423422177253,0
119,680.1153564453125,0.6127899549030161,0
120,675.1359252929688,0.618654792056457,0
121,668.2830200195312,0.36359188178078916,0
122,657.091552734375,0.7104191466404148,0
123,664.9305419921875,0.28972234058115787,0
124,660.0496826171875,0.5880285640700406,0
125,660.8877563476562,0.8285683438714968,1
126,654.7743530273438,0.35141955123039675,0
127,655.8096923828125,0.4150553405595842,0
128,658.718505859375,0.5149477047631462,0
129,655.5631713867188,0.4244786518825701,0
130,652.1121215820312,0.2674004853400801,0
131,652.8515625,0.5102844462209041,0
132,655.415283203125,0.34065444294108427,0
133,651.8162841796875,0.5710388645952772,0
134,647.0339965820312,0.3620863648649295,0
135,655.2674560546875,0.7324901607526308,0
136,640.1317749023438,0.38251200614956443,0
137,624.8976440429688,0.4516907725691487,0
138,624.2073974609375,0.6220275826054504,0
139,643.6322021484375,0.31537035253490675,0
140,645.5057983398438,0.5341189901906194,0
141,650.534423828125,0.6960714131423642,0
142,663.7965087890625,0.2588775148158159,0
143,684.3552856445312,0.5276950787798457,0
144,679.720947265625,0.5389824191372635,0
145,676.4177856445312,0.6172734307665966,0
146,685.6371459960938,0.3144573933682877,0
147,685.4893188476562,0.3019315080373586,0
148,680.1647338867188,0.5782912348425346,0
149,677.0093383789062,0.544547700984978,0
150,676.516357421875,0.5375739275518815,0
151,667.74072265625,0.5519672314245464,0
152,663.9938354492188,0.3979962917632264,0
153,640.8220825195312,0.5348380545741506,0
154,644.5689697265625,0.5439608709948022,0
155,649.6470336914062,0.39284728729604484,0
156,639.4908447265625,0.7798661766717134,1
157,645.8014526367188,0.5710749381367681,0
158,663.1556396484375,0.3213044754196027,0
159,660.7398071289062,0.5984830412950745,0
160,660.6904907226562,0.3537977494659018,0
161,651.6190795898438,0.6180626905613678,0
162,651.1754150390625,0.6737893368511106,0
163,649.0554809570312,0.3768976522472434,0
164,659.9511108398438,0.6445064193866483,0
165,654.9222412109375,0.5619171390404747,0
166,663.0078125,0.6233090239991735,0
167,657.6337890625,0.784518947398092,1
168,655.5631713867188,0.46319178259956945,0
169,660.0496826171875,0.3869395753463766,0
170,669.5648193359375,0.3665728355561715,0
171,666.656005859375,0.37762845725518424,0
172,666.5574340820312,0.48843474358788436,0
173,667.14892578125,0.5511727962224966,0
174,663.8952026367188,0.5415036198995029,0
175,660.6904907226562,0.6240774873554036,0
176,633.6732788085938,0.501950283781686,0
177,614.2977905273438,0.7180301115735975,0
178,603.8951416015625,0.46030147501430657,0
179,604.7825317382812,0.9080253749884428,1
180,578.7019653320312,0.5938501021647509,0
181,558.1431884765625,0.3714263665375576,0
182,569.1868896484375,0.33936612529083315,0
183,544.09228515625,0.5723708622864778,0
184,504.453857421875,0.4664805822011224,0
185,514.0675659179688,0.6071000741138138,0
186,534.4784545898438,0.5709856436860317,0
187,557.5023193359375,0.4890756631014691,0
188,550.5015258789062,0.37298094228973927,0
189,541.775146484375,0.2727729162971203,0
190,532.7529907226562,0.43302275718994687,0
191,553.213134765625,0.6284598191485209,0
192,533.2952270507812,0.5321140616195306,0
193,544.782470703125,0.3131391831932018,0
194,531.17529296875,0.5259771388776773,0
195,538.9649658203125,0.5577976069593256,0
196,552.1284790039062,0.3674213845698301,0
197,556.2698364257812,0.5230587658918292,0
198,550.0577392578125,0.5087313077669,0
199,571.3560791015625,0.3285544553254065,0
200,555.8753662109375,0.5536681040522425,0
201,555.5302734375,0.5841176789552351,0
202,562.4324951171875,0.6624576864762916,0
203,570.8137817382812,0.6580703078052355,0
204,551.0932006835938,0.29334959480643635,0
205,552.5722045898438,0.3593262440127316,0
206,555.9246826171875,0.5772552900812989,0
207,555.4317016601562,0.5770678926368313,0
208,569.8277587890625,0.5772571529459072,0
209,571.5532836914062,1.077909723598208,1
210,569.6797485351562,0.5856335766039751,0
211,566.8203125,0.6703348460270898,0
212,567.017578125,0.6431002645239803,0
213,564.1580810546875,0.5977086876958697,0
214,574.8565673828125,0.45270961330394816,0
215,570.9616088867188,0.6138453830739901,0
216,569.236083984375,0.38407621781936424,0
217,560.8056030273438,0.4644772089889987,0
218,557.6502075195312,0.4271954678256345,0
219,552.375,0.5122811209079484,0
220,564.7003173828125,0.8471987850010263,1
221,560.26318359375,0.2199102211112378,0
222,562.5311279296875,0.602939028556177,0
223,561.0027465820312,0.25809261932155225,0
224,563.6651000976562,0.429210220131585,0
225,563.4185791015625,0.6633425895451049,0
