comNameList,data
ITC Limited,"{'comName': 'ITC Limited', 'shp': '30-Sep-2025', 'totIssuedShares': '12527130431', 'totPromoterHolding': '3113727', 'percPromoterHolding': '     0.02', 'totPublicHolding': '12524016704', 'totPromoterShares': '0', 'percPromoterShares': '     0.00', 'percTotShares': '     0.00', 'disclosureFromDate': None, 'numSharesPledged': '191573345', 'totDematShares': '12488960944', 'sharesCollateral': '0', 'nbfcPromoShare': '0', 'nbfcNonPromoShare': '0', 'percSharesPledged': '1.53', 'broadcastDt': '31-Oct-2025 16:30:21', 'disclosureToDate': None, 'compBroadcastDate': None, 'noOfPledgeShare': None, 'noOfSecPledgeShare': None}"
