Stock,Date,Open,High,Low,Close,Volume,Returns,Volume_Ratio,Combined_Suspiciousness,IsoForest_Anomaly,WaveLSTM_Anomaly,Pattern_Anomaly
SHRIRAMFIN,2018-09-14,200.27986226080608,214.63558159687724,199.5795715665587,212.72732543945312,12712337,0.032063768791861014,1.717872513995452,0.16918482493732567,0,1,0
HINDUNILVR,2020-04-20,2203.9833743429945,2203.9833743429945,2113.820418119872,2127.982421875,2985268,-0.020314593061850128,0.32697686760360656,0.16905411843617915,1,0,0
BAJFINANCE,2020-04-15,229.70761283862356,231.9606116042561,212.40851994333784,213.7848052978516,93336280,-0.04584000683206424,1.0375103738498728,0.16892903837906445,1,0,0
BAJFINANCE,2025-06-06,894.5,943.4000244140624,887.5999755859375,937.1500244140624,19783860,0.048970224764313564,2.0236340526913685,0.16869591870475853,0,0,0
SHRIRAMFIN,2021-01-25,218.2469984701677,232.3558955391715,218.2469984701677,220.6444091796875,36180365,0.043801296682096647,1.6368707617611122,0.1683003366493916,0,0,0
SHRIRAMFIN,2025-10-31,733.4500122070312,769.7999877929688,727.0,748.9000244140625,18363586,0.014426040520233663,1.8300434494637217,0.1681017878451526,0,0,0
SHRIRAMFIN,2025-07-25,625.0,629.9500122070312,601.7000122070312,615.8499755859375,16922561,-0.027937830554919496,2.168778397950543,0.16803253516761482,0,0,0
BHARTIARTL,2021-07-22,509.5098232202191,525.7228188364644,502.3626402027326,524.4756469726562,20220601,0.039847927996566,1.8337172749913953,0.16779975303597633,0,0,0
HINDUNILVR,2020-03-25,1830.6268275415343,1948.020729964772,1822.9766150240143,1901.7552490234373,3959038,0.029735884604280116,0.8732240020616623,0.16733989706275718,1,0,0
HDFCBANK,2024-01-24,671.7480069982282,709.8068089160445,671.7480069982282,708.5657958984375,86004404,0.02000212977424387,0.6695132705603887,0.1672970617686112,1,0,0
BHARTIARTL,2024-06-04,1371.9214220157578,1377.7401050911126,1202.2434805896828,1281.781494140625,19924421,-0.0657034779839557,1.598748082489678,0.1672314403073792,1,0,0
BAJFINANCE,2020-12-15,479.0015320968066,504.4750794857056,476.9346679648781,501.7812805175781,59367960,0.04569625704852909,2.0779653342730526,0.16658931689051798,0,0,0
BHARTIARTL,2018-10-05,268.52961999059784,274.97085648143866,254.0803709066919,259.91229248046875,7954131,-0.037240111364815864,0.8357068389532238,0.1662495130055007,1,1,0
HDFCBANK,2020-05-18,420.5460199885116,420.5460199885116,393.6935825257109,396.227294921875,46649964,-0.05798555269481975,1.1407540121339932,0.16612787769719706,1,0,0
HINDUNILVR,2020-04-13,2168.4645392354787,2206.7154886886037,2108.355904380568,2136.99853515625,3249551,-0.010875777878475268,0.5337101617772554,0.1661133970057004,1,0,0
BAJFINANCE,2021-04-29,524.0664197522071,541.208779276812,522.1072929493952,537.2758178710938,72584860,0.03862034187396857,1.5050699296421737,0.16604179381825787,0,0,0
HINDUNILVR,2022-07-20,2439.9941784014145,2480.739712254332,2402.659991081673,2467.947509765625,4012897,0.014233280478128885,1.7129840179141833,0.16599338515426992,0,0,0
HINDUNILVR,2020-05-06,1866.9652225906611,1887.957754391999,1821.473955033284,1830.763427734375,5127656,-0.015331883321112794,0.8547072542944337,0.1659792644790004,1,0,0
BHARTIARTL,2020-04-21,462.6630923531286,481.5902327728169,458.0269014181993,478.4356994628906,15781695,0.020803651232875087,0.9010001911993383,0.1657756436828192,1,0,0
HDFCBANK,2020-04-23,442.8045730635775,453.9338858625016,432.172521651164,452.2526550292969,40901222,0.028376041306541477,0.8721499619826477,0.16499268241534812,1,0,0
BAJFINANCE,2020-06-01,195.62370754598948,218.0899913838169,195.62370754598948,211.66896057128903,189159830,0.10605798331193927,1.4432158008132128,0.1647604018015257,1,0,0
BHARTIARTL,2023-04-17,774.5644531711364,774.5644531711364,740.548385727987,745.75146484375,9083437,-0.009647320771814849,2.031453110377898,0.16386190389608307,0,0,0
HINDUNILVR,2020-04-21,2079.21224495816,2165.732246390935,2078.301508100973,2110.54150390625,3227335,-0.00819598780021058,0.35366261870384524,0.16367033390026794,1,0,0
HINDUNILVR,2024-09-20,2861.0720820698443,2924.215660952233,2832.312530336073,2912.7216796875,3641632,0.022615292821949184,2.1657930458290533,0.1636426653939232,0,0,0
BAJFINANCE,2020-03-16,375.5107100794646,375.5107100794646,352.6428026924444,359.7201538085937,31404670,-0.07091622575692713,0.8010450093312967,0.16341012356258322,1,0,0
