Date,Close,High,Low,Open,Volume,ret,vol_z,ret_z,label,Returns,Log_Returns,Volume_MA5,Volume_Ratio,Volatility_20,ATR,ATR_Percent,MA5,MA20,MA_Cross,RSI,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_Upper,BB_Lower,BB_Position,Price_Gap,Intraday_Range,Volume_Price_Trend,IsoForest_Anomaly,IsoForest_Score,WaveLSTM_Score,WaveLSTM_Anomaly,Suspicious_Volume_Spike,Suspicious_Gap,Suspicious_RSI,Suspicious_BB,Pattern_Score,Pattern_Anomaly,Sentiment_Score,Sentiment_Anomaly,IsoForest_Score_Norm,WaveLSTM_Score_Norm,Combined_Suspiciousness,Is_Suspicious
2024-01-31,2404.05810546875,2408.272125092001,2365.500902067396,2373.493277389217,1445004,0.0093140195730838,-0.104337448043409,0.6226200140261928,0,0.009314019573083865,0.009270911558640382,1748408.0,0.8264684215583548,0.019697409299298467,53.379404522090326,0.022203874523940535,2374.374951171875,2455.7058227539064,-0.033119142703674595,38.98362585598285,-46.25661203408799,-39.66066724982419,-6.5959447842638,2455.7058227539064,2592.378113304738,2319.033532203075,0.31105271201279994,-0.0035182449284843586,0.018020368303571527,0.0076977430549302435,0,0.44618755648124814,0.0,0,0,0,0,0,0.0,0,0,0,0.2244762101935938,0.0,0.05611905254839845,0
2024-02-01,2396.3564453125,2433.1213250423257,2391.270388213048,2397.809604483772,1727534,-0.003203608156862,-0.0400592504615402,-0.2591340034553756,0,-0.003203608156862048,-0.003208750695529774,1783621.0,0.9685544182312273,0.019485872951574126,54.34125080131191,0.02267661428566211,2380.5654296875,2448.9147338867188,-0.027910038374729478,38.499922660306765,-44.37240193540765,-40.60301418694089,-3.7693877484667624,2448.9147338867188,2583.062091329173,2314.7673764442643,0.3041024080673195,-0.002599147238065429,0.017453819832491533,0.003102868834610335,0,0.41890289315598667,0.0,0,0,0,0,0,0.0,0,0,0,0.15115813905548567,0.0,0.03778953476387142,0
2024-02-02,2376.01220703125,2409.2409240626844,2365.74312099026,2399.6501681788995,1956115,-0.0084896545007089,0.0119450488392814,-0.6314883105842142,0,-0.008489654500708932,-0.008525896886816903,1701891.0,1.1493773690559501,0.019530945246775035,53.49357462870915,0.0225140150670975,2385.2736328125,2441.4576049804687,-0.02301247093267382,40.3038968904145,-44.013402753060745,-41.285091900164865,-2.7283108528958806,2441.4576049804687,2574.335662842486,2308.5795471184515,0.25373888284407997,0.0013744711780429753,0.01812672682428321,0.009757816754218837,0,0.4138070804390143,0.0,0,0,0,0,0,0.0,0,0,0,0.13746490946215792,0.0,0.03436622736553948,0
2024-02-05,2343.945556640625,2387.7825214837694,2337.4063408905427,2387.0559419559827,1315445,-0.0134959956416601,-0.1338133231735167,-0.9841399079277366,0,-0.013495995641660152,-0.013587894370746579,1647561.8,0.7984192155948262,0.01967010852786067,54.105983710517776,0.023083293704169144,2380.44912109375,2433.0752807617187,-0.021629482689698432,36.360619511783014,-45.78858174103743,-42.18578986833938,-3.602791872698056,2433.0752807617187,2568.452523666138,2297.6980378572994,0.170809797094102,0.004648012704670182,0.021103896103896045,0.010775462253885492,0,0.44179055843765097,0.0,0,0,0,0,0,0.0,0,0,0,0.21266080270582374,0.0,0.053165200676455936,0
2024-02-06,2350.581787109375,2365.1133779299653,2342.540926218626,2349.2253633893865,1557511,0.0028312221032391,-0.0787410611983189,0.1659653797075851,0,0.0028312221032391616,0.0028272217427674504,1600321.8,0.9732486303692169,0.01945731712120404,52.41409436887631,0.022298349564484832,2374.1908203125,2423.6927001953127,-0.020424156857353937,33.08375228539097,-46.128198383785275,-42.97427157142856,-3.1539268123567155,2423.6927001953127,2554.31028620244,2293.0751141881856,0.220133730377055,0.0022525296006996945,0.009608465864157301,0.0027554830342485675,0,0.41749986386527954,0.0,0,0,0,0,0,0.0,0,0,0,0.14738798436753411,0.0,0.03684699609188353,0
2024-02-07,2349.7099609375,2363.708680716158,2336.2441135068457,2363.708680716158,1149076,-0.0003708980375225,-0.1716638149920773,-0.0595951146199997,0,-0.000370898037522549,-0.0003709668372119738,1541136.2,0.7456031465616083,0.019249445521615213,52.42100407686189,0.022309563711406608,2363.32119140625,2416.2912719726564,-0.0219220593066836,33.32947290535225,-45.93814971151414,-43.567047199445675,-2.371102512068468,2416.2912719726564,2546.015326563522,2286.5672173817907,0.24337330402928753,0.005584529616783053,0.011619269089028023,0.000276542743830338,0,0.4211723169803689,0.0,0,0,0,0,0,0.0,0,0,0,0.1572564286116013,0.0,0.039314107152900325,0
2024-02-08,2341.572509765625,2365.5496382677,2324.0861121809507,2365.5496382677,1758661,-0.0034631726073239,-0.0329775690254774,-0.2774179788161923,0,-0.0034631726073239832,-0.0034691832709007175,1547361.6,1.1365546359687353,0.01923253761050764,53.19601939741902,0.02271807478758946,2352.364404296875,2408.4103149414063,-0.02327091455174031,33.16020535596857,-45.9148809055082,-44.036613940658185,-1.8782669648500132,2408.4103149414063,2536.0634635177744,2280.7571663650383,0.2382054186630741,0.006741120220591129,0.01752807272186996,0.0039360848820140055,0,0.43600391038827574,0.0,0,0,0,0,0,0.0,0,0,0,0.19711119271879188,0.0,0.04927779817969797,0
2024-02-09,2348.450439453125,2352.61620970946,2330.964279991856,2341.5722946268907,886474,0.0029373122800235,-0.2314082075924875,0.1734384761770708,0,0.002937312280023585,0.002933006807259927,1333433.4,0.6648056063392442,0.019274479051527293,52.49711244236482,0.022353936689670843,2346.85205078125,2400.987097167969,-0.022546995962857374,35.437973723354446,-44.824737097748766,-44.1942385720763,-0.6304985256724649,2400.987097167969,2524.1582323474468,2277.815961988491,0.28673307817497,-9.187788695424755e-08,0.009246748335418683,0.0019527416713287875,0,0.4213412765465378,0.0,0,0,0,0,0,0.0,0,0,0,0.15771044885528768,0.0,0.03942761221382192,0
2024-02-12,2311.15283203125,2353.9727807892214,2307.616905770608,2348.4023369570714,1292460,-0.0158817945634656,-0.1390426240315468,-1.1521979321468552,0,-0.015881794563465612,-0.01600926166845827,1328836.4,0.9726253735975324,0.019270796504348934,52.90539108059085,0.022891342514156806,2340.293505859375,2393.6946655273437,-0.022309094153495253,29.864410511784683,-46.43512032363924,-44.642414922388895,-1.7927054012503447,2393.6946655273437,2520.129050585181,2267.260280469506,0.17357838036569392,-2.0482653261704555e-05,0.019739324173335144,0.01544703637069,0,0.44130868275553004,0.0,0,0,0,0,0,0.0,0,0,0,0.21136592891096342,0.0,0.052841482227740856,0
2024-02-13,2319.241943359375,2325.9748666100486,2305.7760968580283,2315.366852393027,957865,0.0035000330640253,-0.2151660924062517,0.2130770820470092,0,0.003500033064025354,0.003493922202960124,1208907.2,0.792339560886063,0.019277924471236513,40.5119938996125,0.017467773905870163,2334.025537109375,2386.428857421875,-0.021958886454764362,53.48310330226606,-46.522356188704634,-45.01840317565205,-1.5039530130525876,2386.428857421875,2512.4176593995535,2260.4400554441963,0.23336156464761285,0.00182334127945715,0.008723788081851508,0.002773214661036551,0,0.42347354680375565,0.0,0,0,0,0,0,0.0,0,0,0,0.16344018576062194,0.0,0.040860046440155486,0
