symbol,publishedAt,title,description,sentiment,neg,neu,pos,url
NESTLEIND,2025-10-15T01:39:41Z,Stock Market Live Updates 15 Oct 2025: Stock to buy today: Swiggy,"Sensex, Nifty, Share Prices LIVE: The outlook for Swiggy is bullish. The stock is getting support from the 21-Day Moving Average, currently at ₹430, over the last few days. Also, the price action since June indicates a bull channel. The region between ₹430 an…",neutral,1.0993117e-08,1.0,3.4974175e-09,https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-live-updates-15th-october-2025/article70162333.ece
