symbol,publishedAt,title,description,sentiment,neg,neu,pos,url
EICHERMOT,2025-10-17T13:39:44Z,tvdatafeed-enhanced added to PyPI,TradingView historical and live data downloader with advanced features,neutral,0.30363697,0.6961768,0.00018626073,https://pypi.org/project/tvdatafeed-enhanced/
