symbol,publishedAt,title,description,sentiment,neg,neu,pos,url
KOTAKBANK,2025-10-24T01:20:50Z,Stock Market Live Updates 24 October 2025: Stock to buy today: Shipping Corporation of India (₹250.20),"Sensex, Nifty, Share Prices LIVE: The stock of Shipping Corporation of India broke out of a resistance at ₹240 on Thursday as it rallied about 8 per cent for the session. It led to the scrip marking a fresh high of ₹253.90. The breakout has opened the door fo…",negative,0.6531758,0.34527946,0.001544778,https://www.thehindubusinessline.com/markets/stock-market-live-updates-24-october-2025-stock-to-buy-today-shipping-corporation-of-india-25020/article70194230.ece
