Date,Close,High,Low,Open,Volume,ret,vol_z,ret_z,label,Anomaly
2018-01-01,828.7692260742188,838.1025174376501,827.4080938863929,833.873382769137,472607,-0.0085635032593673,-0.8601949876050476,-0.5347169145496027,0,0
2018-01-02,821.6720581054688,834.6025769801533,817.2484080113002,830.3733828252265,1181949,-0.0085635032593673,-0.4200442001482006,-0.5347169145496027,0,0
2018-01-03,832.5122680664062,845.2483901668967,829.3039528015693,839.9011782789617,2606556,0.0131928667331486,0.4639326303038751,0.6896069587369307,0,0
2018-01-04,868.0955200195312,872.5191104677583,829.4011050351365,840.3872417755118,3028931,0.0427420151246187,0.7260187451146234,2.352463759913224,0,0
2018-01-05,884.4288940429688,888.5608306695972,868.6789119747191,870.1372425488232,4036882,0.0188151806417224,1.3514581331219826,1.0059985784669547,0,0
2018-01-08,900.3732299804688,904.1649130290192,881.5607902032937,885.6927266338026,2112170,0.0180278324745972,0.1571632761592725,0.9616911338918072,0,0
2018-01-09,907.0328979492188,912.428708491662,891.7690280916111,899.3037350610414,2419079,0.007396563721574,0.3476020744083448,0.3634242289748159,0,0
2018-01-10,892.109375,909.4149448098598,886.5677664420607,906.5954820413892,1605433,-0.0164531220234244,-0.1572699444642352,-0.9786994634438873,0,0
2018-01-11,881.7066040039062,892.2065712592545,878.2065753590454,891.4288068958244,1597329,-0.011660869493826,-0.1622985230364194,-0.7090189431722003,0,0
2018-01-12,878.6927490234375,891.9149815160381,867.6580716792718,880.8316456822015,1874518,-0.0034182062000925,0.0096988444173277,-0.2451690705394074,0,0
2018-01-15,892.7412719726562,896.289899729957,872.7621570896533,883.7482343840397,2195562,0.015987980969266,0.2089084913976221,0.8468999763229837,0,0
2018-01-16,864.6927490234375,901.7343183092426,858.0816035846248,901.2482081646014,2383484,-0.0314184230412479,0.3255151723504849,-1.8208608770134915,0,1
2018-01-17,868.2899169921875,870.6718685698677,838.5399998633185,867.998262773202,2553841,0.0041600533516819,0.4312226698605521,0.1812919654877799,0,0
2018-01-18,861.2413330078125,878.4982434127343,850.6927664398062,872.8107783672411,1285534,-0.0081177770770294,-0.3557691123644271,-0.5096339983198757,0,0
2018-01-19,866.685791015625,872.6163110599126,854.6788348078115,854.6788348078115,1483177,0.006321640403391,-0.2331304950467811,0.3029337022529142,0,0
2018-01-22,884.4774780273438,886.6649738509892,862.4566630001299,865.2761257975662,1495629,0.0205284166374408,-0.2254039574874478,1.1024096861495951,0,0
2018-01-23,880.5399780273438,889.2899611292922,873.3455237410044,885.4010797506485,1747166,-0.0044517809642613,-0.0693238034509845,-0.3033327375037775,0,0
2018-01-24,862.2622680664062,883.9913695541317,856.526144159681,880.5399991158508,1109233,-0.0207573879858182,-0.4651648960335593,-1.2209188951113112,0,1
2018-01-25,859.5399169921875,880.1509985846151,852.394121743359,857.4982781609839,3104669,-0.0031572192997886,0.7730146093668553,-0.2304822228360862,0,0
2018-01-29,871.3038940429688,876.4566500566866,856.0400226011233,862.7483667866569,1151570,0.0136863650171679,-0.4388945442306765,0.7173782151900304,0,0
2018-01-30,859.588623046875,886.2760234642116,853.949697696987,874.2691262008044,2101888,-0.0134456773075273,0.1507832360705264,-0.8094577027766052,0,0
2018-01-31,845.3941650390625,860.3663816613083,835.5261644222531,858.4705401746522,1431670,-0.0165130826854119,-0.2650908845479524,-0.9820737060199544,0,0
2018-02-01,807.9150390625,854.6788100064447,790.1720192515606,853.1232813205099,6097492,-0.0443333151877511,2.630078480065281,-2.547637024933562,0,1
2018-02-02,799.3595581054688,826.144216024512,762.3665868374906,787.4984583464015,8088986,-0.0105895800218782,3.865811951811753,-0.6487329085001764,0,0
2018-02-05,780.012451171875,794.061048470344,773.1097097480814,787.4985604664568,3079541,-0.0242032596438173,0.757422540960902,-1.414832812581041,0,1
2018-02-06,760.9082641601562,766.49853105141,731.7902534412669,743.7485516189815,3188895,-0.0244921564816267,0.8252773263980481,-1.4310902716869822,0,1
2018-02-07,761.8804321289062,778.7484299404595,758.3318044364024,763.1929057468922,2686877,0.0012776414904929,0.5137722723937577,0.0190863376412284,0,0
2018-02-08,778.5054321289062,786.4290515835811,759.1096246056945,763.2901601722435,2219546,0.0218210093065982,0.2237907012292195,1.175149397040195,0,0
2018-02-09,774.6651000976562,781.6650979170757,761.2970713708406,768.1512124137574,1564899,-0.0049329547010972,-0.1824215244056117,-0.3304104390417315,0,0
2018-02-12,786.5748291015625,790.2206552601875,774.4220752394791,780.6929081002378,2067452,0.015374035828392,0.1294155001732244,0.8123506607377622,0,0
2018-02-14,791.0956420898438,802.9567411996342,786.6233932637308,791.3872963016386,2154852,0.0057474671461899,0.1836477024448063,0.2706225204502598,0,0
2018-02-15,792.2137451171875,800.42901911533,777.7762963520024,799.8457106289148,2225089,0.0014133601145749,0.227230164583812,0.0267238043496164,0,0
2018-02-16,780.8873901367188,803.9290240974844,776.4637994509538,797.2206800054926,1698333,-0.0142970947553975,-0.099624960585174,-0.8573705994555441,0,0
2018-02-19,781.6165161132812,786.5262167230479,768.0540311634213,782.6373355526002,1699508,0.0009337146248895,-0.098895866332667,-0.000267896193168,0,0
2018-02-20,809.1303100585938,814.6233782544351,775.4915128535839,781.6164886136202,3881439,0.0352011419642581,1.255004858319906,1.9281066158294005,0,0
2018-02-21,800.0401000976562,818.1233737494988,796.0053621597174,814.6720035891267,2067029,-0.0112345438651028,0.1291530262423219,-0.6850277789651515,0,0
2018-02-22,794.7901611328125,812.7762381737385,791.4359889518504,802.081813987242,3244314,-0.0065620947802528,0.8596651343807574,-0.4220891102779824,0,0
2018-02-23,791.5818481445312,800.7206841460143,787.7415657616317,799.3596112128349,2446637,-0.0040366792962163,0.3647019717790571,-0.2799731935079996,0,0
2018-02-26,796.928955078125,800.4775234059373,782.6373054583538,797.172010141932,2438241,0.0067549640585207,0.359492205528803,0.3273186752983986,0,0
2018-02-27,799.7484130859375,812.4845349070265,796.4914987433108,802.0817655944235,2089446,0.0035379038367806,0.1430629035686612,0.1462809547305049,0,0
2018-02-28,793.4776611328125,802.9568095303135,787.8873941291581,797.026229800925,1583674,-0.0078409057780164,-0.1707715290091706,-0.4940532676499125,0,0
2018-03-01,787.69287109375,799.4567125722119,785.5539746414072,791.387296235279,975986,-0.0072904258335436,-0.5478454252793428,-0.4630754097620712,0,0
2018-03-05,786.428955078125,792.2136178814831,778.7483916493586,787.4983735780031,1262568,-0.0016045797315266,-0.3700196473457675,-0.1431085621249299,0,0
2018-03-06,785.2137451171875,800.3317588389127,776.8526149750902,789.9289898128386,1358775,-0.0015452253545481,-0.3103226509619909,-0.1397684377961115,0,0
2018-03-07,792.2137451171875,797.3179020619975,777.9707522940148,783.6096185746424,1826249,0.0089147700782483,-0.0202523474756583,0.4488601857861378,0,0
2018-03-08,794.9844970703125,799.4566864100827,785.6025480780122,797.2205917401976,1109489,0.0034974802825658,-0.4650060465623748,0.1440061486628861,0,0
2018-03-09,796.3456420898438,804.6095148276271,792.8456726661597,797.2206641155744,1061685,0.0017121654881917,-0.4946687032830922,0.0435388590904217,0,0
2018-03-12,806.0679321289062,808.4984831959209,799.5541027410073,801.1096316880465,1033715,0.0122086309326041,-0.512024249021492,0.6342198060104212,0,0
2018-03-13,828.2830810546875,836.1094424562675,806.9428339984908,812.7761556900462,2754435,0.0275598966790662,0.5556923996370474,1.4981011035349876,0,0
2018-03-14,840.9705810546875,843.7413852448581,826.3386770325848,827.3594965058255,1889040,0.0153178306912227,0.0187098288725669,0.8091877575851959,0,0
2018-03-15,848.2622680664062,851.4219842511808,836.1095135095809,840.8734170317052,2486538,0.0086705613442197,0.3894607715827,0.4351175171682023,0,0
2018-03-16,854.8247680664062,858.8595063743061,838.1511648340103,854.5817129717044,2538310,0.0077364044671692,0.421585595106777,0.3825485193822167,0,0
2018-03-19,844.8594970703125,867.0747086716981,839.9983952459723,855.2622668423247,2536517,-0.0116576769513065,0.4204730283027387,-0.7088392851674687,0,0
2018-03-20,847.5330200195312,855.5538372436909,836.2066301429019,842.9149737389545,1985478,0.0031644586567229,0.0785501620838577,0.1252655992522858,0,0
2018-03-21,848.0191650390625,860.1233197613701,845.4427574828042,850.6927708904325,1859947,0.0005736000935043,0.0006574551804945,-0.0205330791278181,0,0
