Date,Close,High,Low,Open,Volume,ret,vol_z,ret_z,label,Anomaly
2018-01-01,515.416748046875,529.0599445286213,513.3986471678112,519.0193786715417,448990,-0.0136799450725126,-0.768967774088023,-0.69699998468932,0,0
2018-01-02,508.3658752441406,521.1121840581769,503.049124585728,518.2120995367425,791230,-0.0136799450725126,-0.6727150452069539,-0.69699998468932,0,0
2018-01-03,508.2015075683594,516.2090091747549,507.1401463656552,512.1778560435258,1194130,-0.0003233255491477,-0.5594020938681779,-0.0605200293538583,0,0
2018-01-04,504.5241088867188,511.7443332205676,503.3730590713695,510.2494617505952,792050,-0.0072361034488783,-0.6724844256485082,-0.3899330639295463,0,0
2018-01-05,510.9669494628906,512.7359049588739,505.8744354667861,508.13669366108536,1518180,0.012770134197132,-0.4682651817775092,0.5634196329177557,0,0
2018-01-08,520.33984375,523.5039761935749,512.8555108641848,515.2323662317453,1810680,0.0183434452990782,-0.3860014978197232,0.8290033605242827,0,0
2018-01-09,513.8770751953125,522.4476480277289,508.7546339204611,521.2118972387877,2335100,-0.0124202838439421,-0.2385118528927414,-0.6369736343769601,0,0
2018-01-10,518.1771850585938,525.457200477612,511.2459485877532,514.2356909771553,2600210,0.008367973725325,-0.1639514246737717,0.3536444801873927,0,0
2018-01-11,512.8804931640625,518.0228246885328,511.7443761532151,518.0228246885328,711600,-0.0102217775063414,-0.6951104542789488,-0.5322087114027774,0,0
2018-01-12,504.0008850097656,515.2323411495013,501.4795364717337,512.880424751505,2247580,-0.0173132109188181,-0.2631262721063669,-0.8701351765343094,0,0
2018-01-15,499.3218994140625,508.77445435940655,498.40004386217663,503.472667249694,1731850,-0.0092836852768869,-0.4081719122005515,-0.4875060155403045,0,0
2018-01-16,493.9852600097656,504.26998317124975,491.81272074113,502.17715700034194,1241860,-0.0106877735796472,-0.545978348106451,-0.5544147164031682,0,0
2018-01-17,494.79248046875,499.4863987767762,487.3679704240839,493.3075845424644,1406370,0.0016340982703986,-0.4997110023016804,0.0327566431648138,0,0
2018-01-18,490.5769348144531,502.77507557790346,486.7799639314529,498.98808023636735,2110860,-0.0085198256252867,-0.3015778648267379,-0.4511059851222359,0,0
2018-01-19,495.6046752929688,500.3832942649826,482.5793551546302,490.3178207243756,1104060,0.0102486279352234,-0.5847336836598969,0.443262867940643,0,0
2018-01-22,503.4178771972656,504.7632675735261,493.40723850323945,498.2904791159281,1048910,0.0157649882937003,-0.6002442551821939,0.7061327347086338,0,0
2018-01-23,499.7454528808594,507.1600172586206,497.05470268112657,502.4761052457957,1783010,-0.0072949819280399,-0.3937835017004478,-0.3927387867190137,0,0
2018-01-24,499.7305603027344,505.545601845909,493.2079243612904,499.7853649578397,880030,-2.980032742494476e-05,-0.647740634487462,-0.046532738656154,0,0
2018-01-25,491.6183776855469,505.26656163480015,488.3246848146984,500.78194718242025,1490770,-0.016233112924439,-0.4759740623836047,-0.8186655122215919,0,0
2018-01-29,489.5603942871094,499.2870336570551,488.2249795233235,493.2577313440556,1004040,-0.0041861400872077,-0.6128636449230003,-0.2445938528503457,0,0
2018-01-30,485.8979797363281,492.21131136238,484.3383281601199,490.8161041540309,1043320,-0.0074810270469579,-0.6018164055867204,-0.4016043524987536,0,0
2018-01-31,479.5896301269531,484.6821747158168,472.0255841885751,484.4380172434564,2201610,-0.0129828685700611,-0.2760550295475273,-0.6637823565035632,0,0
2018-02-01,502.1173400878906,506.2631204720533,475.3691111519084,479.4600868832283,3508580,0.0469728879562598,0.0915216098449774,2.193275686455699,0,0
2018-02-02,491.887451171875,513.0498329009381,487.42275759787657,498.3901357431666,3751600,-0.0203735025646096,0.1598693721541096,-1.0159665589899949,0,0
2018-02-05,490.1185302734375,497.78224070030274,474.6765123353911,479.3554674929455,2959400,-0.0035961903362714,-0.0629316207736104,-0.2164811114138435,0,0
2018-02-06,488.7830505371094,493.20787208323446,448.4613965945578,448.4613965945578,2630800,-0.0027248097222177,-0.155348190170289,-0.1749574090022513,0,0
2018-02-07,499.4913024902344,503.8712948864544,491.070212371102,499.18735262349855,2014350,0.0219079854372159,-0.3287206618823479,0.9988635818134004,0,0
2018-02-08,503.9958801269531,515.6309803452681,495.7989961679614,498.2904484100114,1545860,0.0090183304779503,-0.4604803654631451,0.3846357827500606,0,0
2018-02-09,504.2052307128906,507.0604256867191,494.4237852815658,497.2839680267589,1446000,0.0004153815421761,-0.4885653277880152,-0.025318588175624,0,0
2018-02-12,521.7548828125,522.6070007665115,502.5557693347835,507.887482747583,1411760,0.0348065649275317,-0.4981951005699455,1.6135166595270956,0,0
2018-02-14,517.1259155273438,533.1708456162315,513.4684193894541,524.2016164376407,1545470,-0.0088719194350496,-0.4605900503750888,-0.4678842314382096,0,0
2018-02-15,511.28076171875,527.290833380944,509.4570323872616,518.221973180863,1041970,-0.0113031538994388,-0.6021960841280641,-0.5837392949591492,0,0
2018-02-16,504.09564208984375,518.2022157911299,501.2802883448767,515.1178265138308,884680,-0.0140531781496184,-0.6464328528450561,-0.714785575708848,0,0
2018-02-19,498.3652038574219,510.2344555681101,495.3007054361595,507.75796663928224,1469280,-0.0113677599129106,-0.4820179822750673,-0.5868179506397279,0,0
2018-02-20,499.715576171875,503.1737132690748,495.9186052028146,501.28021555538976,1078990,0.0027096039290084,-0.59178445479433,0.084007469944564,0,0
2018-02-21,495.64453125,503.29826529869473,493.8158138056352,502.2767759540544,1008450,-0.0081467240886539,-0.6116233616879444,-0.4333266623709779,0,0
2018-02-22,493.4919128417969,501.2801950447861,490.8310588577624,497.1942072530264,1234530,-0.0043430690191905,-0.5480398619642649,-0.252071951589667,0,0
2018-02-23,500.2486877441406,503.9709329223351,492.3109251611206,492.624850552531,1363960,0.0136917641941374,-0.5116385333671495,0.6073378577577814,0,0
2018-02-26,517.5194091796875,524.2015004709026,501.2851298554068,503.3729678466254,1692300,0.0345242713447759,-0.4192950872451,1.600064587569099,0,0
2018-02-27,510.3840026855469,520.9626999059686,508.36590189908014,519.0193548572367,829610,-0.0137877079923454,-0.6619209248982366,-0.7021351866228606,0,0
2018-02-28,503.4428405761719,511.42543375946616,501.3001670810069,507.2597324503089,1304850,-0.0135998818004715,-0.5282628286107213,-0.6931847477782432,0,0
