Date,Close,High,Low,Open,Volume
,MARUTI.NS,MARUTI.NS,MARUTI.NS,MARUTI.NS,MARUTI.NS
2018-01-01,8962.494140625,9089.801136758002,8941.972133149497,9052.658216595542,426354
2018-01-02,8871.6328125,9024.42932041017,8844.657947837279,9006.229652081236,451227
2018-01-03,8744.0,8912.443502052041,8730.443197154958,8911.514929067873,658281
2018-01-04,8715.818359375,8810.300662538288,8698.129225009538,8775.01488838394,562919
2018-01-05,8760.0166015625,8851.156389340165,8740.238181257058,8782.441998571054,732512
2018-01-08,8774.0390625,8816.799663074344,8751.799560239673,8810.299652790876,294549
2018-01-09,8713.3095703125,8813.50294337944,8692.370433942795,8788.75611424561,427590
2018-01-10,8706.16015625,8779.517417831503,8650.492934459488,8717.256784142268,394826
2018-01-11,8672.685546875,8756.443009194418,8659.871421394182,8737.871550002064,368996
2018-01-12,8783.51171875,8816.56855506356,8686.892971958505,8716.514813595053,685141
2018-01-15,8690.00390625,8829.382346544386,8672.871553564402,8821.39698171353,385462
2018-01-16,8656.2041015625,8736.619070683664,8635.729247450627,8701.657933103208,364816
2018-01-17,8648.6357421875,8699.613851762733,8594.871007023483,8650.5853826092,390461
2018-01-18,8699.521484375,8838.993321325464,8665.44267611496,8682.156989035027,686971
2018-01-19,8657.96875,8724.872255956261,8619.01492973457,8658.943570326963,542339
2018-01-22,8645.107421875,8688.425716538512,8609.357360145581,8681.22927554103,454188
2018-01-23,8722.4580078125,8755.793234529521,8626.443196592689,8679.37185775585,561948
2018-01-24,8761.0400390625,8839.968744344938,8673.289890248494,8746.229118297586,568489
2018-01-25,8615.486328125,8807.515046242574,8589.300387743153,8807.515046242574,705224
2018-01-29,8942.80859375,9020.158546931976,8785.229566864673,8803.801027739559,1546624
2018-01-30,8887.8818359375,8984.407171083087,8867.8712711326,8932.87137469064,573988
2018-01-31,8830.4501953125,8900.371555750076,8783.27887171539,8875.346333863661,462650
2018-02-01,8730.302734375,8880.592801933768,8646.870822251356,8863.228307387157,550971
2018-02-02,8348.4267578125,8690.513360743329,8301.44133401489,8690.513360743329,984189
2018-02-05,8431.9990234375,8468.585159768196,8067.441652200229,8218.010116202147,651062
2018-02-06,8342.8564453125,8462.549865329454,8042.927372343673,8078.584937550475,840339
2018-02-07,8284.5419921875,8515.013980525011,8239.227813434942,8515.013980525011,509440
2018-02-08,8385.6640625,8412.871069032424,8278.22798900928,8346.849893896615,465683
2018-02-09,8297.8203125,8344.666998832197,8236.44200369682,8269.870629641926,364892
2018-02-12,8466.58984375,8496.443831521232,8320.01494321642,8320.01494321642,408523
2018-02-14,8358.6435546875,8503.40846890494,8344.158176530691,8496.35167581515,357737
2018-02-15,8375.9609375,8440.728906834622,8358.085906536682,8402.657412315346,250781
2018-02-16,8205.7509765625,8422.154670159929,8177.800393273848,8394.204993680587,632659
2018-02-19,8101.65966796875,8232.588459217613,8070.83177022872,8223.442378013768,436138
2018-02-20,8099.6171875,8142.609933629987,8032.156000104792,8120.370430163746,517802
2018-02-21,8155.42431640625,8166.799335378209,8086.199382310236,8144.513583922942,471756
2018-02-22,8017.34423828125,8142.655325814727,7987.119373360175,8142.655325814727,638857
2018-02-23,8077.47119140625,8114.753762666527,8036.846119837918,8046.085603190814,567960
2018-02-26,8362.125,8408.229014914963,8125.060480367139,8132.442817517973,869374
2018-02-27,8256.1279296875,8463.89612562144,8238.855928867171,8443.5137681668,684609
2018-02-28,8218.7529296875,8295.870731790472,8145.44191395411,8236.442063015613,680125
2018-03-01,8239.646484375,8297.774792976139,8181.981555476446,8240.15701817648,609369
2018-03-05,8166.8916015625,8233.656359487293,8148.227647964475,8233.656359487293,388180
2018-03-06,8001.048828125,8250.370665338667,7985.727374441478,8223.024010584053,543686
2018-03-07,8059.17724609375,8091.445156580599,7941.155985137607,8005.970196638494,598715
2018-03-08,8105.83642578125,8148.22613586708,8033.083111269073,8078.7690733585405,533856
2018-03-09,8041.998046875,8147.298575828437,8032.155536917709,8134.298555306257,323450
2018-03-12,8181.005859375,8196.327312636768,8061.034056108829,8096.227332688447,438339
2018-03-13,8130.6318359375,8216.014308856767,8070.228340672938,8180.7285331180055,521943
2018-03-14,8214.4345703125,8240.15622196383,8101.84510198783,8111.084584049364,411769
2018-03-15,8206.310546875,8241.085788833183,8172.325136092221,8208.493237620349,313431
2018-03-16,8056.80908203125,8235.51311950416,8031.5988716694765,8235.51311950416,622932
2018-03-19,8146.833984375,8171.441165156437,8081.880131478717,8089.262467075035,571830
2018-03-20,8173.67041015625,8213.69153918975,8111.084234336382,8138.430887444263,408924
2018-03-21,8240.7607421875,8306.085490053416,8194.702977273737,8208.492830417868,516020
2018-03-22,8075.3818359375,8274.050222806345,8064.1002173828965,8236.443014005083,471749
2018-03-23,7992.45947265625,8023.334523045843,7931.962582627723,7997.380727897801,644482
2018-03-26,8139.2197265625,8169.584241260287,7990.369674476559,7992.226820246339,447858
2018-03-27,8220.005859375,8252.227520986502,8140.9384195052535,8185.3702709008685,423455
2018-03-28,8228.177734375,8435.15701595126,8172.370860566605,8182.585163426079,1194227
2018-04-02,8364.771484375,8438.87142845218,8313.746216636166,8347.87127440417,552649
2018-04-03,8381.7177734375,8412.871215616864,8315.371052521967,8365.467746255017,339709
2018-04-04,8369.6923828125,8495.885810918708,8339.141969676026,8429.585338788693,488280
2018-04-05,8480.2841796875,8503.54565539099,8403.584423802864,8403.584423802864,236956
2018-04-06,8548.6279296875,8570.727783129343,8396.66661336576,8510.370545219981,429514
2018-04-09,8628.904296875,8643.297178451228,8528.664659632188,8561.443105343878,426170
2018-04-10,8611.0751953125,8650.075260076523,8579.085675114387,8626.442896613558,299119
2018-04-11,8638.0498046875,8682.157019492408,8550.810195306205,8626.442642896734,318010
2018-04-12,8547.00390625,8626.44314480608,8525.321182677584,8626.44314480608,300797
2018-04-13,8472.251953125,8605.084110382992,8455.81603325511,8605.084110382992,366224
2018-04-16,8572.583984375,8584.655430626828,8417.512328678442,8450.012376279517,271057
2018-04-17,8506.052734375,8581.87107734826,8484.881452789105,8580.942504411954,342578
2018-04-18,8469.9765625,8568.359029318963,8446.205462196825,8522.440924258619,452854
2018-04-19,8429.2607421875,8527.781971093798,8420.299650347468,8490.871195718708,256088
2018-04-20,8380.373046875,8457.584270413046,8369.183921287939,8433.301718749999,303913
2018-04-23,8417.375,8473.229031352432,8362.682591762847,8394.207827986624,302205
2018-04-24,8417.1904296875,8489.525729370242,8385.943582460282,8445.372260267552,312103
2018-04-25,8296.427734375,8421.042408901758,8271.728055979705,8411.94257511452,488641
2018-04-26,8307.4326171875,8339.51463498365,8255.01448669465,8309.800297123782,614321
2018-04-27,8155.98095703125,8484.371147523669,8092.605852421587,8371.08524624339,1873816
2018-04-30,8185.32470703125,8268.199846869366,8134.577830109632,8162.15662943448,497504
2018-05-02,8119.90625,8355.299495397107,8101.799077277145,8278.227939704957,806846
2018-05-03,8130.537109375,8170.511986659071,8078.58328036526,8138.940511770288,406825
2018-05-04,8058.341796875,8162.156069272446,8046.084452815216,8156.584631682499,490244
2018-05-07,8119.16259765625,8143.583882212518,8041.440868866636,8072.083772870401,342702
2018-05-08,8148.41357421875,8177.199335817182,8069.298977108896,8157.513407813768,404969
2018-05-09,8095.6240234375,8166.79950636174,8083.227936654797,8166.79950636174,314057
2018-05-10,8083.18115234375,8132.441765186363,8069.29880560282,8132.441765186363,298598
2018-05-11,8125.29248046875,8138.9426855017355,8080.488831344339,8113.871213452842,264405
2018-05-14,8085.08447265625,8134.298837770615,8067.534081618082,8125.94168143044,276620
2018-05-15,8103.283203125,8125.336807585948,8021.940586868588,8101.797849337705,506107
2018-05-16,8074.49853515625,8109.6455651986225,8055.370295219363,8055.370295219363,288597
2018-05-17,8076.263671875,8140.288961621597,8042.556653318654,8101.799429388832,379606
2018-05-18,7903.03759765625,8101.798442849303,7889.15525162724,8079.326797611542,603507
2018-05-21,7826.47705078125,7915.89844383831,7665.833931627763,7909.584329187244,872463
2018-05-22,7949.189453125,7973.100209793925,7773.317350086801,7814.870995171631,410467
2018-05-23,7890.45751953125,7953.0428031537795,7854.057272202448,7948.585833580997,399631
2018-05-24,7809.9951171875,7909.862958873895,7800.012957747525,7892.962749436867,292331
2018-05-25,7937.58203125,7961.585281720987,7795.5103554740135,7811.156448546412,519151
2018-05-28,8087.220703125,8157.513861070069,7944.034564178906,7948.584934634011,446264
2018-05-29,8092.42138671875,8208.585508969125,8060.01382554887,8095.299600361181,665121
2018-05-30,7974.77099609375,8049.799514788926,7960.516856143189,8049.799514788926,508262
2018-05-31,7927.412109375,8022.033136233526,7907.633689548355,8021.940641674711,679959
2018-06-01,8179.66064453125,8216.386435434388,7976.489035206834,7995.014249586098,1002010
2018-06-04,8124.8740234375,8208.585241308834,8102.774167611273,8208.585241308834,380690
2018-06-05,8181.0986328125,8199.298298020916,8060.0123699684655,8125.012469726275,400886
2018-06-06,8210.7666015625,8236.44200616573,8180.727629573853,8198.370515494613,328784
2018-06-07,8274.74609375,8296.613806399344,8231.799592772479,8240.156749719456,267961
2018-06-08,8294.4306640625,8310.726936078067,8237.369681558494,8258.726856924952,287823
2018-06-11,8378.1884765625,8399.870290633577,8284.26296682373,8320.013022780991,337828
2018-06-12,8372.7109375,8417.514586568053,8315.371552423267,8393.371687588377,343452
2018-06-13,8326.837890625,8445.324337583588,8304.22750307485,8385.013345942736,369407
2018-06-14,8318.1572265625,8375.682507297668,8271.728574929532,8294.06057500307,269078
2018-06-15,8312.212890625,8352.513317604942,8265.227464146925,8352.513317604942,496572
2018-06-18,8332.50390625,8403.957782860698,8299.539563412682,8308.407254560518,305144
2018-06-19,8229.5703125,8343.042109021379,8190.059714606295,8329.299410642203,350407
