comNameList,data
ICICI Bank Limited,"{'comName': 'ICICI Bank Limited', 'shp': '30-Sep-2025', 'totIssuedShares': '7143705861', 'totPromoterHolding': '1337687789', 'percPromoterHolding': '    18.73', 'totPublicHolding': '5806018072', 'totPromoterShares': '0', 'percPromoterShares': '     0.00', 'percTotShares': '     0.00', 'disclosureFromDate': None, 'numSharesPledged': '70471301', 'totDematShares': '7135025866', 'sharesCollateral': '0', 'nbfcPromoShare': '0', 'nbfcNonPromoShare': '0', 'percSharesPledged': '0.99', 'broadcastDt': '31-Oct-2025 16:30:29', 'disclosureToDate': None, 'compBroadcastDate': None, 'noOfPledgeShare': None, 'noOfSecPledgeShare': None}"
